average_rating,year,DBN,School Name,Total Parent Response Rate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18
7.290237467018469,2022,32K377,P.S. 377 Alejandrina B. De Gautier,100%,96%,95%,97%,94%,96%,97%,99%,98%,98%,94%,96%,97%,98%,98%,99%,100%,99%,12%
7.317073170731708,2022,84K379,Explore Excel Charter School,55%,94%,93%,99%,95%,98%,98%,98%,98%,95%,96%,96%,99%,97%,96%,98%,98%,99%,14%
7.361111111111111,2022,14K380,P.S. 380 John Wayne Elementary,95%,98%,99%,100%,98%,100%,99%,97%,97%,99%,97%,97%,97%,98%,98%,99%,98%,99%,26%
7.371212121212121,2022,22K381,I. S. 381,18%,88%,92%,98%,98%,98%,100%,100%,100%,94%,100%,96%,96%,96%,96%,98%,96%,94%,27%
7.324384787472035,2022,32K383,J.H.S. 383 Philippa Schuyler,21%,81%,80%,95%,83%,94%,92%,87%,82%,88%,84%,87%,89%,90%,82%,85%,93%,95%,27%
7.290196078431372,2022,32K384,P.S. /I.S. 384 Frances E. Carter,61%,91%,94%,98%,93%,99%,98%,95%,95%,97%,95%,93%,96%,91%,90%,95%,96%,98%,23%
7.718181818181818,2022,23K392,I.S. 392,58%,75%,73%,91%,81%,97%,86%,85%,90%,85%,85%,85%,89%,93%,94%,91%,92%,90%,24%
7.268041237113402,2022,17K394,M.S. K394,91%,95%,96%,99%,97%,98%,97%,95%,97%,98%,97%,97%,96%,97%,97%,99%,98%,99%,18%
7.611428571428571,2022,84K395,New Visions A.I.M. Charter High School I,22%,94%,94%,94%,97%,100%,100%,97%,100%,100%,100%,100%,97%,100%,100%,100%,97%,100%,42%
7.3493150684931505,2022,17K397,P.S. 397 Foster-Laurie,68%,96%,99%,99%,100%,100%,100%,99%,100%,99%,100%,100%,100%,99%,97%,100%,100%,100%,11%
7.392156862745098,2022,17K398,P.S. 398 Walter Weaver,68%,86%,85%,97%,89%,98%,94%,92%,94%,90%,93%,97%,93%,89%,97%,97%,93%,92%,17%
7.434083601286174,2022,17K399,P.S. 399 Stanley Eugene Clark,55%,93%,91%,97%,93%,96%,94%,93%,93%,95%,87%,95%,95%,94%,96%,95%,96%,94%,17%
7.700729927007299,2022,23K401,Christopher Avenue Community School,72%,88%,84%,96%,83%,95%,89%,91%,89%,94%,84%,92%,90%,91%,97%,95%,94%,92%,30%
7.412790697674419,2022,22K405,Midwood High School,18%,79%,81%,95%,83%,96%,93%,93%,94%,91%,88%,89%,92%,88%,88%,94%,95%,94%,52%
7.543689320388349,2022,19K409,East New York Family Academy,17%,83%,78%,91%,85%,97%,97%,92%,93%,95%,93%,88%,96%,98%,95%,92%,97%,95%,44%
7.226666666666667,2022,21K410,Abraham Lincoln High School,16%,80%,77%,94%,83%,94%,95%,91%,92%,88%,87%,90%,93%,92%,95%,94%,91%,94%,60%
7.565789473684211,2022,14K414,Brooklyn Arbor Elementary School,81%,93%,93%,99%,96%,100%,97%,96%,97%,97%,95%,95%,97%,97%,97%,98%,94%,98%,13%
7.450184501845018,2022,84K417,Urban Dove Charter School,69%,98%,98%,96%,97%,97%,99%,96%,96%,97%,97%,97%,99%,100%,99%,100%,99%,98%,22%
7.26,2022,19K422,Spring Creek Community School,9%,83%,79%,95%,81%,100%,95%,90%,90%,87%,97%,85%,95%,90%,97%,88%,90%,92%,24%
7.521739130434782,2022,22K425,James Madison High School,22%,85%,82%,97%,91%,97%,97%,96%,97%,92%,94%,94%,97%,96%,95%,96%,94%,96%,33%
7.296296296296297,2022,13K430,Brooklyn Technical High School,86%,71%,69%,94%,78%,93%,93%,92%,92%,87%,87%,87%,93%,89%,97%,90%,94%,92%,58%
7.3076923076923075,2022,13K439,Brooklyn International High School,82%,90%,86%,96%,90%,94%,96%,95%,95%,96%,96%,96%,95%,93%,94%,98%,97%,98%,38%
7.173913043478261,2022,20K445,New Utrecht High School,20%,87%,84%,96%,91%,96%,96%,95%,93%,95%,95%,90%,92%,93%,94%,94%,95%,95%,55%
7.7421602787456445,2022,23K446,Riverdale Avenue Community School,60%,95%,93%,97%,95%,96%,97%,97%,96%,95%,95%,94%,96%,97%,92%,97%,98%,99%,23%
7.434782608695652,2022,15K447,The Math & Science Exploratory School,39%,73%,73%,95%,87%,100%,96%,98%,96%,85%,94%,90%,95%,93%,95%,95%,86%,95%,19%
7.333333333333333,2022,14K449,"Brooklyn Latin School, The",31%,89%,84%,96%,93%,95%,96%,96%,96%,94%,93%,92%,97%,96%,96%,95%,97%,97%,33%
7.2,2022,21K468,Kingsborough Early College School,17%,82%,83%,98%,85%,97%,93%,91%,94%,92%,87%,89%,90%,89%,92%,91%,90%,96%,34%
7.488294314381271,2022,84K473,Williamsburg Charter High School,38%,86%,84%,96%,86%,96%,95%,92%,91%,93%,91%,89%,95%,93%,86%,93%,93%,94%,19%
7.512605042016807,2022,14K477,East Williamsburg Scholars Academy,4%,79%,71%,86%,86%,86%,93%,93%,93%,92%,100%,92%,100%,100%,100%,100%,100%,100%,21%
7.4928057553956835,2022,84K486,New Dawn Charter High School,59%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%
7.493243243243243,2022,14K488,Brooklyn Preparatory High School,52%,93%,89%,98%,90%,97%,96%,95%,91%,95%,92%,95%,96%,93%,92%,98%,96%,95%,35%
7.564705882352941,2022,23K493,Brooklyn Collegiate: A College Board School,16%,93%,95%,100%,88%,98%,97%,97%,95%,96%,96%,91%,95%,93%,85%,95%,98%,97%,27%
7.567567567567567,2022,84K508,Achievement First Endeavor Charter School,14%,92%,92%,97%,93%,99%,95%,93%,92%,94%,87%,93%,96%,90%,96%,95%,91%,90%,21%
6.681818181818182,2022,15K516,Sunset Park Avenues Elementary School,42%,87%,88%,95%,92%,98%,94%,90%,95%,89%,85%,92%,90%,93%,96%,94%,91%,95%,22%
8.0,2022,21K525,Edward R. Murrow High School,11%,80%,80%,95%,86%,98%,92%,91%,89%,90%,88%,85%,92%,88%,93%,90%,95%,96%,32%
7.090909090909091,2022,17K532,New Bridges Elementary,53%,96%,97%,99%,99%,100%,100%,99%,99%,99%,98%,97%,99%,98%,95%,100%,98%,99%,12%
7.0,2022,84K536,Community Roots Charter School,66%,94%,96%,99%,96%,99%,98%,99%,98%,97%,95%,98%,97%,95%,97%,98%,99%,99%,8%
7.324384787472035,2022,84K538,Achievement First Bushwick Charter School,12%,89%,92%,96%,89%,95%,95%,95%,95%,93%,91%,93%,96%,92%,94%,94%,97%,97%,13%
7.107142857142857,2022,21K540,John Dewey High School,25%,85%,85%,97%,88%,96%,96%,95%,95%,93%,93%,91%,95%,92%,92%,97%,96%,97%,59%
7.613043478260869,2022,13K553,Brooklyn Academy High School,6%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,33%
7.324137931034483,2022,32K554,All City Leadership Secondary School,28%,82%,82%,98%,86%,96%,96%,96%,96%,91%,89%,91%,95%,87%,96%,97%,94%,94%,34%
7.683098591549296,2022,19K557,Brooklyn Gardens Elementary School,67%,91%,92%,95%,90%,98%,95%,92%,96%,96%,93%,95%,96%,96%,89%,99%,93%,99%,16%
7.493243243243243,2022,14K561,Williamsburg Preparatory School,39%,91%,91%,97%,92%,96%,97%,97%,95%,96%,94%,95%,95%,92%,94%,97%,98%,99%,34%
7.32,2022,32K564,Bushwick Community High School,16%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,85%,92%,38%
7.1139896373057,2022,18K567,Brooklyn Theatre Arts High School,32%,71%,75%,86%,80%,96%,91%,76%,76%,85%,82%,78%,88%,83%,95%,88%,88%,93%,51%
7.611428571428571,2022,17K568,Brownsville Academy High School,24%,100%,100%,100%,100%,100%,100%,100%,100%,89%,89%,89%,100%,100%,100%,100%,100%,100%,22%
7.2,2022,21K572,Leaders High School,22%,92%,86%,96%,93%,99%,99%,91%,93%,91%,92%,93%,92%,90%,90%,93%,93%,96%,24%
7.1139896373057,2022,18K576,Victory Collegiate High School,51%,95%,93%,96%,91%,99%,96%,96%,97%,96%,95%,98%,99%,97%,92%,96%,96%,99%,39%
7.553030303030303,2022,14K577,Conselyea Preparatory School,82%,91%,92%,98%,92%,98%,98%,95%,96%,96%,93%,93%,96%,95%,94%,96%,97%,98%,27%
7.1139896373057,2022,18K578,Brooklyn Bridge Academy,87%,99%,98%,99%,99%,99%,100%,99%,99%,96%,99%,99%,100%,97%,98%,100%,100%,100%,13%
7.530487804878049,2022,14K582,M.S. 582,85%,91%,91%,94%,92%,95%,94%,95%,95%,90%,92%,93%,96%,96%,84%,96%,97%,96%,21%
7.053571428571429,2022,19K583,Multicultural High School,26%,91%,91%,100%,97%,94%,100%,97%,100%,97%,98%,97%,94%,92%,96%,97%,96%,96%,38%
7.333333333333333,2022,14K586,Lyons Community School,4%,87%,87%,100%,100%,88%,100%,100%,100%,83%,100%,100%,100%,100%,93%,93%,92%,94%,38%
7.434782608695652,2022,15K592,Khalil Gibran International Academy,77%,95%,95%,100%,99%,99%,100%,98%,99%,99%,99%,96%,98%,98%,98%,100%,98%,97%,52%
7.444954128440367,2022,84K593,Excellence Boys Charter School,3%,88%,88%,100%,94%,100%,100%,100%,100%,88%,100%,93%,100%,94%,100%,94%,100%,88%,35%
7.46969696969697,2022,13K594,Gotham Professional Arts Academy,10%,89%,89%,100%,89%,100%,100%,100%,100%,89%,88%,94%,100%,94%,94%,100%,89%,94%,17%
7.462264150943396,2022,13K595,Bedford Academy High School,28%,89%,85%,96%,93%,99%,99%,97%,97%,90%,97%,92%,96%,95%,97%,94%,94%,95%,10%
7.436046511627907,2022,23K599,Brooklyn Landmark Elementary School,72%,96%,95%,98%,96%,98%,97%,96%,96%,97%,96%,95%,98%,98%,96%,99%,97%,99%,22%
7.25,2022,17K600,Clara Barton High School,9%,74%,78%,92%,81%,91%,91%,93%,90%,87%,90%,86%,91%,93%,84%,88%,92%,92%,29%
7.60472972972973,2022,84K608,Kings Collegiate Charter School,20%,91%,94%,99%,94%,98%,98%,96%,97%,98%,96%,95%,97%,93%,97%,99%,95%,97%,11%
7.479508196721311,2022,14K610,A-Tech High School,37%,93%,88%,98%,92%,99%,98%,97%,95%,96%,93%,91%,96%,96%,97%,94%,94%,97%,32%
7.382882882882883,2022,22K611,Origins High School,27%,97%,94%,99%,96%,97%,97%,92%,94%,100%,99%,96%,98%,98%,99%,97%,92%,87%,26%
7.564705882352941,2022,84K626,Achievement First Brownsville Charter School,5%,87%,81%,92%,90%,94%,94%,94%,98%,94%,96%,96%,94%,90%,96%,100%,96%,94%,31%
7.445945945945946,2022,16K627,Brighter Choice Community School,37%,91%,94%,97%,96%,99%,97%,97%,96%,96%,98%,96%,98%,98%,98%,98%,96%,97%,8%
7.578947368421052,2022,16K628,Brooklyn Brownstone School,41%,92%,95%,97%,93%,98%,97%,95%,97%,94%,95%,99%,97%,97%,96%,99%,95%,98%,12%
7.382882882882883,2022,22K630,Professional Pathways High School,30%,100%,100%,100%,97%,97%,93%,93%,93%,97%,97%,96%,97%,97%,90%,97%,93%,100%,47%
7.5,2022,18K635,Olympus Academy,16%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%,100%,100%,100%,100%,100%,100%,100%,41%
8.0,2022,18K642,Urban Action Academy,27%,92%,84%,94%,91%,97%,97%,88%,86%,90%,88%,91%,93%,89%,93%,91%,94%,86%,40%
7.816831683168317,2022,23K643,Brooklyn Democracy Academy,18%,95%,86%,95%,90%,90%,95%,90%,90%,94%,94%,95%,95%,90%,95%,95%,100%,100%,19%
7.533333333333333,2022,17K646,Aspirations Diploma Plus High School,6%,78%,78%,100%,78%,100%,100%,100%,100%,86%,100%,88%,100%,100%,88%,100%,100%,100%,67%
7.816831683168317,2022,23K647,Metropolitan Diploma Plus High School,19%,84%,90%,100%,94%,94%,100%,97%,94%,100%,96%,97%,100%,100%,100%,96%,96%,96%,30%
7.47463768115942,2022,84K648,Bedford Stuyvesant Collegiate Charter School,40%,93%,92%,97%,93%,98%,98%,90%,97%,95%,93%,93%,97%,91%,96%,97%,95%,96%,25%
7.47463768115942,2022,84K649,La Cima Charter School,9%,100%,94%,100%,100%,100%,100%,100%,100%,93%,100%,93%,100%,86%,93%,100%,100%,100%,20%
7.161904761904762,2022,19K654,Van Siclen Community Middle School,42%,88%,87%,92%,87%,93%,95%,92%,91%,90%,90%,91%,96%,93%,86%,93%,90%,96%,30%
7.053571428571429,2022,19K659,Cypress Hills Collegiate Preparatory School,33%,84%,86%,97%,94%,97%,98%,98%,97%,96%,95%,95%,98%,98%,93%,100%,98%,100%,47%
7.341463414634147,2022,19K661,Vista Academy,27%,82%,80%,95%,86%,93%,93%,90%,91%,94%,89%,93%,95%,95%,89%,97%,93%,94%,25%
7.341463414634147,2022,19K662,Liberty Avenue Middle School,71%,96%,95%,99%,97%,99%,98%,98%,98%,99%,98%,99%,99%,99%,99%,100%,98%,99%,36%
6.529411764705882,2022,15K667,Sunset Park High School,1%,89%,89%,100%,89%,100%,100%,89%,89%,100%,89%,78%,86%,89%,75%,89%,89%,100%,22%
7.7421602787456445,2022,23K668,Riverdale Avenue Middle School,55%,100%,98%,98%,98%,100%,98%,98%,98%,98%,98%,98%,98%,100%,97%,98%,98%,100%,32%
7.272727272727272,2022,13K670,Benjamin Banneker Academy,9%,87%,86%,99%,86%,99%,94%,90%,87%,90%,89%,92%,90%,86%,91%,95%,94%,97%,39%
7.801724137931035,2022,23K671,Mott Hall Bridges Academy,7%,69%,77%,83%,77%,92%,55%,62%,62%,83%,75%,67%,73%,73%,60%,69%,75%,69%,46%
7.613475177304965,2022,18K673,East Brooklyn Community High School,20%,96%,91%,96%,91%,96%,96%,91%,91%,91%,91%,91%,100%,100%,100%,96%,95%,100%,14%
7.504398826979473,2022,16K681,Madiba Prep Middle School,20%,79%,89%,97%,95%,100%,100%,97%,95%,97%,94%,92%,97%,94%,97%,100%,100%,97%,29%
7.222222222222222,2022,21K690,Brooklyn Studio Secondary School,22%,87%,89%,97%,90%,97%,95%,94%,94%,93%,91%,89%,96%,92%,97%,95%,92%,95%,54%
7.305084745762712,2022,13K691,Fort Greene Preparatory Academy,43%,88%,94%,97%,91%,97%,96%,94%,96%,94%,93%,95%,95%,95%,93%,96%,94%,95%,18%
7.476190476190476,2022,84K693,Northside Charter High School,16%,73%,69%,90%,76%,83%,95%,88%,80%,73%,72%,85%,90%,82%,94%,91%,87%,88%,30%
7.771186440677966,2022,23K697,Teachers Preparatory High School,45%,91%,93%,98%,98%,95%,98%,95%,95%,91%,89%,91%,91%,91%,94%,96%,98%,95%,24%
7.45,2022,84K701,Brooklyn Charter School,72%,93%,91%,97%,96%,98%,98%,97%,97%,94%,96%,94%,97%,94%,96%,99%,100%,97%,21%
7.4520547945205475,2022,84K702,Community Partnership Charter School,50%,95%,94%,97%,96%,97%,98%,100%,99%,97%,99%,99%,99%,99%,95%,99%,100%,99%,20%
7.378048780487805,2022,84K704,Explore Charter School,49%,93%,95%,96%,95%,96%,96%,93%,96%,92%,95%,95%,96%,96%,93%,96%,97%,98%,11%
7.891025641025641,2022,84K710,Brownsville Collegiate Charter School,17%,88%,84%,94%,88%,97%,90%,88%,90%,87%,86%,90%,97%,90%,97%,97%,90%,100%,25%
7.816831683168317,2022,84K711,Leadership Preparatory Brownsville Charter School,23%,91%,89%,97%,96%,100%,99%,96%,98%,95%,95%,95%,99%,96%,97%,98%,96%,96%,13%
7.377777777777778,2022,84K712,Excellence Girls Charter School,11%,87%,85%,93%,89%,95%,91%,90%,92%,93%,88%,92%,94%,90%,91%,93%,92%,95%,29%
7.107142857142857,2022,75K721,P.S. K721 - Brooklyn Occupational Training Center,39%,96%,96%,98%,98%,96%,98%,98%,99%,98%,97%,98%,99%,98%,97%,99%,97%,99%,15%
7.300813008130081,2022,17K722,New Heights Middle School,25%,88%,88%,98%,94%,98%,100%,98%,98%,88%,100%,96%,96%,100%,95%,96%,98%,98%,24%
7.382758620689655,2022,84K731,Brooklyn Excelsior Charter School,13%,83%,85%,93%,84%,99%,92%,86%,89%,92%,88%,82%,92%,90%,90%,94%,91%,96%,24%
7.543859649122807,2022,84K736,New American Academy Charter School,79%,92%,91%,97%,93%,98%,98%,97%,96%,95%,94%,95%,98%,93%,94%,97%,94%,96%,13%
7.157360406091371,2022,84K740,Brooklyn Scholars Charter School,58%,87%,87%,97%,90%,96%,94%,91%,92%,92%,89%,92%,94%,95%,90%,97%,93%,93%,24%
7.268041237113402,2022,84K742,Explore Empower Charter School,75%,92%,94%,100%,95%,99%,98%,98%,96%,96%,96%,95%,97%,95%,93%,97%,99%,99%,13%
6.92,2022,84K744,Coney Island Preparatory Public Charter School,26%,96%,95%,99%,97%,97%,98%,96%,98%,97%,97%,95%,96%,96%,96%,97%,97%,99%,14%
7.291479820627803,2022,84K746,Hebrew Language Academy Charter School,33%,86%,88%,95%,89%,98%,94%,96%,94%,92%,90%,92%,96%,94%,99%,96%,95%,96%,12%
7.703883495145631,2022,84K757,Unity Prep Charter School,5%,96%,100%,100%,100%,100%,100%,100%,100%,96%,100%,96%,100%,100%,96%,100%,100%,100%,4%
7.486486486486487,2022,19K760,Highland Park Community School,51%,78%,82%,96%,84%,88%,94%,89%,92%,86%,90%,93%,92%,92%,95%,90%,94%,94%,28%
7.60431654676259,2022,16K765,Nelson Mandela High School,15%,90%,86%,95%,81%,95%,90%,90%,100%,90%,90%,95%,95%,83%,94%,95%,89%,90%,29%
7.794392523364486,2022,84K769,Hyde Leadership Charter School- Brooklyn,86%,94%,92%,97%,97%,97%,95%,95%,96%,95%,97%,96%,98%,97%,93%,97%,96%,95%,14%
7.392156862745098,2022,17K770,P.S. 770 New American Academy,60%,93%,92%,94%,91%,98%,91%,93%,96%,93%,89%,92%,93%,97%,96%,97%,92%,92%,7%
7.412698412698413,2022,75K771,P.S. K771,33%,90%,90%,95%,89%,97%,93%,91%,95%,94%,91%,94%,98%,95%,98%,96%,92%,94%,27%
7.341463414634147,2022,84K774,Achievement First Apollo Charter School,26%,90%,90%,97%,96%,98%,98%,98%,98%,96%,98%,96%,99%,99%,98%,98%,95%,97%,14%
7.700729927007299,2022,84K775,Leadership Preparatory Ocean Hill Charter School,23%,86%,87%,96%,89%,98%,95%,92%,91%,93%,92%,92%,94%,92%,92%,94%,94%,94%,25%
7.348837209302325,2022,84K777,Ocean Hill Collegiate Charter School,42%,92%,94%,96%,94%,98%,98%,95%,97%,94%,89%,89%,91%,91%,93%,96%,96%,95%,16%
7.550632911392405,2022,84K782,Bedford Stuyvesant New Beginnings Charter School,77%,98%,97%,98%,98%,97%,98%,99%,98%,100%,99%,99%,99%,99%,99%,100%,99%,98%,4%
7.17741935483871,2022,84K785,Imagine Me Leadership Charter School,25%,93%,98%,95%,90%,93%,90%,90%,83%,98%,88%,93%,90%,90%,98%,93%,98%,97%,10%
7.333333333333333,2022,84K789,Compass Charter School,46%,95%,95%,99%,94%,99%,93%,94%,95%,97%,91%,91%,94%,95%,97%,92%,98%,95%,11%
7.414330218068536,2022,84K790,Central Brooklyn Ascend Charter School,76%,92%,89%,97%,93%,97%,94%,95%,96%,94%,92%,93%,96%,93%,94%,95%,95%,95%,10%
7.405405405405405,2022,75K811,P.S. K811 Connie Lekas School,37%,94%,93%,96%,93%,97%,96%,94%,95%,96%,95%,98%,94%,96%,95%,98%,95%,99%,27%
6.619047619047619,2022,15K821,Sunset Park Prep,4%,89%,100%,100%,94%,100%,100%,94%,100%,89%,94%,94%,100%,89%,94%,100%,100%,100%,11%
7.488188976377953,2022,84K879,Brooklyn Prospect Charter School Downtown,70%,88%,85%,97%,89%,100%,96%,92%,93%,93%,89%,92%,93%,90%,95%,94%,91%,93%,19%
7.0,2022,84K895,Hebrew Language Academy Charter School 2,33%,91%,92%,97%,90%,97%,97%,93%,98%,95%,92%,94%,97%,95%,95%,95%,95%,98%,12%
7.416666666666667,2022,16K898,The Brooklyn Green School,46%,83%,85%,96%,93%,97%,97%,94%,97%,92%,94%,92%,97%,92%,93%,97%,95%,95%,16%
7.3428571428571425,2022,84K910,Cypress Hills Ascend Charter School,59%,93%,93%,99%,93%,99%,95%,89%,93%,99%,93%,98%,93%,93%,96%,96%,95%,100%,14%
7.310077519379845,2022,84K927,Ivy Hill Preparatory Charter School,19%,97%,85%,98%,85%,95%,81%,74%,75%,95%,80%,91%,74%,73%,88%,92%,100%,95%,8%
7.333333333333333,2022,84K934,East Flatbush Ascend Charter School,34%,93%,97%,100%,97%,98%,100%,98%,98%,96%,98%,100%,98%,98%,100%,98%,98%,96%,5%
7.238095238095238,2022,02M001,P.S. 001 Alfred E. Smith,47%,95%,93%,98%,97%,97%,96%,96%,97%,93%,92%,95%,99%,97%,95%,99%,93%,97%,15%
7.2592592592592595,2022,02M002,P.S. 002 Meyer London,63%,98%,98%,100%,95%,100%,98%,98%,98%,99%,95%,97%,95%,96%,99%,98%,99%,99%,15%
7.294871794871795,2022,02M003,P.S. 003 Charrette School,56%,90%,93%,99%,93%,99%,85%,83%,80%,95%,73%,90%,83%,82%,95%,97%,94%,97%,23%
7.8125,2022,06M004,P.S. 004 Duke Ellington,83%,94%,95%,98%,94%,99%,98%,98%,97%,99%,96%,96%,99%,99%,98%,95%,99%,99%,23%
7.3076923076923075,2022,06M005,P.S. 005 Ellen Lurie,98%,96%,97%,99%,96%,99%,98%,97%,97%,98%,97%,98%,99%,98%,100%,99%,98%,98%,28%
7.481818181818181,2022,02M006,P.S. 006 Lillie D. Blake,34%,92%,91%,99%,92%,99%,98%,95%,95%,96%,90%,95%,93%,90%,97%,96%,92%,97%,6%
6.888888888888889,2022,04M007,P.S. 007 Samuel Stern,17%,96%,96%,100%,100%,100%,100%,100%,100%,98%,98%,95%,100%,100%,94%,96%,100%,100%,23%
7.642857142857143,2022,06M008,P.S. 008 Luis Belliard,71%,97%,98%,99%,98%,100%,98%,98%,98%,99%,97%,97%,96%,95%,98%,98%,98%,100%,13%
7.479338842975206,2022,02M011,P.S. 011 William T. Harris,48%,94%,96%,99%,97%,99%,96%,98%,98%,98%,94%,95%,97%,97%,96%,96%,96%,99%,9%
7.467741935483871,2022,04M012,Tag Young Scholars,55%,87%,89%,99%,95%,99%,97%,97%,97%,93%,95%,93%,96%,93%,95%,95%,95%,98%,14%
8.0,2022,06M018,P.S. 018 Park Terrace,79%,96%,95%,98%,95%,97%,98%,95%,95%,97%,93%,96%,97%,96%,92%,98%,99%,99%,22%
7.46969696969697,2022,01M019,P.S. 019 Asher Levy,11%,89%,95%,84%,79%,95%,79%,63%,68%,95%,74%,94%,79%,74%,100%,95%,89%,95%,16%
7.317073170731708,2022,01M020,P.S. 020 Anna Silver,61%,93%,96%,99%,96%,98%,97%,98%,97%,99%,96%,97%,98%,98%,98%,99%,94%,97%,21%
7.726315789473684,2022,06M028,P.S. 028 Wright Brothers,68%,94%,95%,98%,95%,97%,98%,96%,95%,96%,94%,95%,97%,97%,98%,96%,96%,98%,19%
6.866666666666666,2022,05M030,P.S. 030 Hernandez/Hughes,45%,96%,94%,97%,90%,97%,97%,96%,93%,98%,95%,95%,97%,97%,93%,97%,97%,99%,14%
7.480392156862745,2022,02M033,P.S. 033 Chelsea Prep,37%,94%,95%,99%,95%,98%,98%,96%,97%,96%,93%,94%,95%,95%,94%,98%,94%,96%,16%
6.75,2022,01M034,P.S. 034 Franklin D. Roosevelt,15%,83%,83%,92%,81%,97%,94%,86%,91%,94%,91%,100%,97%,97%,96%,100%,97%,97%,33%
7.312101910828026,2022,75M035,P.S. 035,15%,86%,89%,100%,96%,100%,100%,100%,96%,96%,100%,96%,100%,100%,100%,100%,92%,100%,19%
7.156028368794326,2022,05M036,P.S. 036 Margaret Douglas,33%,90%,95%,99%,91%,99%,94%,89%,89%,96%,85%,97%,90%,90%,97%,91%,94%,97%,28%
6.666666666666667,2022,04M037,River East Elementary,71%,92%,95%,99%,96%,99%,100%,100%,100%,94%,98%,94%,98%,95%,95%,99%,97%,97%,12%
7.56198347107438,2022,04M038,P.S. 38 Roberto Clemente,89%,93%,91%,95%,88%,95%,93%,89%,88%,93%,89%,88%,93%,94%,90%,96%,92%,97%,18%
7.340425531914893,2022,02M040,P.S. 040 Augustus Saint-Gaudens,55%,90%,89%,98%,96%,98%,98%,98%,98%,93%,96%,94%,99%,97%,97%,97%,95%,97%,14%
7.455223880597015,2022,02M041,P.S. 041 Greenwich Village,49%,94%,94%,99%,93%,100%,93%,93%,94%,96%,88%,93%,93%,92%,94%,94%,95%,96%,13%
7.280898876404494,2022,02M042,P.S. 042 Benjamin Altman,87%,98%,98%,99%,98%,99%,100%,99%,100%,97%,98%,98%,100%,99%,98%,99%,97%,98%,9%
7.858490566037735,2022,05M046,P.S. 046 Arthur Tappan,23%,92%,91%,97%,95%,98%,96%,93%,97%,92%,90%,91%,98%,97%,93%,95%,96%,98%,25%
7.261261261261262,2022,02M051,P.S. 051 Elias Howe,44%,88%,90%,94%,89%,97%,95%,90%,93%,95%,90%,93%,94%,94%,97%,97%,94%,96%,25%
7.277777777777778,2022,03M054,J.H.S. 054 Booker T. Washington,50%,88%,85%,97%,89%,99%,93%,96%,96%,90%,92%,89%,95%,95%,91%,94%,96%,96%,12%
7.678571428571429,2022,04M057,James Weldon Johnson,29%,90%,93%,97%,92%,96%,97%,93%,92%,95%,91%,94%,92%,93%,92%,92%,93%,97%,20%
7.337349397590361,2022,02M059,P.S. 059 Beekman Hill International,54%,94%,92%,98%,93%,98%,96%,96%,97%,95%,90%,95%,95%,94%,98%,93%,93%,97%,14%
7.666666666666667,2022,01M064,P.S. 064 Robert Simon,26%,90%,92%,98%,87%,100%,92%,92%,88%,94%,86%,98%,92%,91%,93%,94%,98%,96%,24%
7.165413533834586,2022,84M065,Democracy Prep Endurance Charter School,29%,83%,79%,91%,83%,94%,89%,87%,82%,85%,84%,89%,90%,88%,83%,90%,85%,89%,20%
7.114754098360656,2022,03M076,P.S. 076 A. Philip Randolph,61%,95%,96%,98%,95%,96%,96%,95%,95%,95%,95%,96%,95%,96%,91%,98%,96%,97%,4%
7.479166666666667,2022,02M077,P.S. 77 Lower Lab School,29%,90%,86%,96%,90%,99%,90%,87%,88%,94%,83%,91%,92%,91%,96%,95%,95%,95%,4%
7.25,2022,75M079,P.S. M079 - Horan School,47%,94%,96%,97%,94%,98%,94%,93%,92%,97%,92%,96%,93%,94%,96%,93%,97%,97%,31%
7.480769230769231,2022,04M083,P.S. 083 Luis Munoz Rivera,83%,91%,96%,97%,97%,98%,96%,96%,97%,93%,93%,95%,98%,97%,96%,96%,97%,98%,18%
7.4,2022,03M084,P.S. 084 Lillian Weber,72%,88%,90%,98%,88%,99%,88%,87%,86%,93%,82%,89%,93%,93%,96%,89%,93%,96%,19%
7.287671232876712,2022,84M085,Global Community Charter School,50%,94%,93%,97%,94%,99%,97%,95%,97%,94%,93%,96%,97%,95%,97%,95%,96%,97%,6%
7.064,2022,02M089,P.S. 89,59%,89%,90%,99%,94%,100%,96%,95%,97%,96%,94%,95%,96%,96%,95%,96%,93%,96%,19%
6.910714285714286,2022,75M094,P.S. M094,21%,95%,92%,93%,93%,93%,96%,96%,97%,90%,93%,95%,91%,90%,97%,99%,88%,92%,28%
6.8,2022,04M096,P.S. 096 Joseph Lanzetta,36%,90%,90%,96%,88%,96%,98%,92%,89%,89%,90%,88%,90%,90%,93%,93%,94%,95%,37%
8.0,2022,06M098,P.S. 098 Shorac Kappock,84%,82%,82%,84%,81%,86%,71%,66%,67%,83%,73%,83%,75%,83%,83%,82%,84%,87%,18%
