DBN,School Name,Total Parent Response Rate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,,,,,,,,,,,,
QBNY,DIVINE MERCY CATHOLIC ACADEMY,29%,90%,100%,100%,100%,100%,100%,100%,100%,100%,90%,100%,90%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBOA,AIM HIGH LEADERSHIP ACADEMY CENTER TOO,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBOD,BABY STEPS DAYCARE CENTER INC,32%,82%,73%,91%,100%,100%,100%,100%,100%,100%,100%,90%,78%,90%,100%,100%,100%,100%,91%,,,,,,,,,,,,
QBOG,AIM HIGH LEADERSHIP ACADEMY,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBOL,LEADING KIDS PRESCHOOL,50%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBOW,KUEI LUCK EARLY CHILDHOOD CENTER,47%,89%,89%,100%,100%,100%,89%,94%,78%,89%,78%,88%,71%,75%,100%,94%,100%,100%,94%,,,,,,,,,,,,
QBOX,BRIGHT START CHILD LEARNING CENTER,56%,90%,90%,100%,100%,100%,100%,100%,90%,89%,90%,100%,90%,89%,100%,90%,100%,90%,100%,,,,,,,,,,,,
QBOY,KIDZ VILLAGE PRESCHOOL,54%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
QBPD,CHILDREN OF AMERICA,25%,86%,100%,100%,100%,100%,100%,100%,100%,100%,100%,83%,86%,86%,100%,100%,100%,100%,88%,,,,,,,,,,,,
RAAA,ACADEMY OF SAINT DOROTHY,47%,100%,71%,86%,86%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,86%,86%,100%,,,,,,,,,,,,
RAAH,COMMUNITY RESOURCES PRESCHOOL,35%,83%,83%,100%,100%,100%,100%,100%,100%,100%,100%,83%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RAAN,GATEWAY ACADEMY UPK,68%,83%,88%,88%,89%,94%,89%,94%,89%,88%,89%,88%,94%,89%,95%,89%,100%,95%,95%,,,,,,,,,,,,
RABA,OUR LADY HELP OF CHRISTIANS,76%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,85%,,,,,,,,,,,,
RABC,OUR LADY OF MOUNT CARMEL ST. BENEDICTA,58%,100%,100%,100%,100%,100%,100%,100%,100%,91%,100%,100%,100%,100%,100%,100%,100%,91%,100%,,,,,,,,,,,,
RABD,OUR LADY QUEEN OF PEACE SCHOOL,28%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RABJ,SACRED HEART SCHOOL,48%,92%,96%,96%,100%,96%,100%,100%,100%,100%,96%,100%,96%,100%,96%,100%,100%,100%,96%,,,,,,,,,,,,
RABL,ST. ANN SCHOOL,39%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RABM,SAINT CHARLES SCHOOL,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,100%,98%,98%,98%,98%,100%,100%,100%,98%,,,,,,,,,,,,
RABN,SAINT CHRISTOPHER SCHOOL,63%,96%,96%,96%,96%,96%,96%,96%,96%,83%,96%,83%,83%,83%,83%,100%,100%,100%,100%,,,,,,,,,,,,
RABP,SAINT JOHN'S EV PRESCHOOL,41%,93%,93%,93%,93%,86%,100%,93%,93%,92%,85%,92%,100%,100%,92%,93%,100%,93%,92%,,,,,,,,,,,,
RABZ,ST. PATRICK'S,27%,100%,100%,100%,100%,100%,100%,89%,100%,100%,89%,89%,89%,89%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RACE,ST. RITA SCHOOL,94%,100%,100%,100%,100%,100%,100%,100%,100%,97%,100%,97%,97%,97%,97%,97%,94%,97%,97%,,,,,,,,,,,,
RACH,ST. TERESA OF THE INFANT JESUS,74%,93%,97%,97%,97%,100%,96%,100%,97%,100%,97%,96%,100%,100%,96%,93%,97%,100%,83%,,,,,,,,,,,,
RACS,CHILDREN'S AID SOCIETY RICHMOND EARLY LEARNING CENTER,8%,100%,100%,N/A,100%,N/A,100%,100%,N/A,100%,100%,100%,100%,100%,N/A,N/A,100%,N/A,100%,,,,,,,,,,,,
RACT,STATEN ISLAND MENTAL HEALTH SOCIETY III,32%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,100%,100%,100%,100%,100%,92%,92%,,,,,,,,,,,,
RACX,JEWISH COMMUNITY CENTER OF STATEN ISLAND,36%,92%,100%,92%,100%,100%,100%,92%,100%,100%,92%,92%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RADB,LITTLE LAMB PRESCHOOL,50%,100%,100%,100%,100%,100%,100%,100%,100%,N/A,100%,N/A,100%,80%,100%,100%,100%,N/A,83%,,,,,,,,,,,,
RADK,BUMBLE BEES R US,44%,100%,75%,100%,100%,100%,100%,100%,75%,100%,71%,100%,100%,86%,100%,100%,88%,88%,100%,,,,,,,,,,,,
RADN,FOCH,39%,100%,83%,100%,86%,100%,100%,100%,100%,100%,100%,86%,100%,86%,83%,100%,100%,100%,100%,,,,,,,,,,,,
RADP,CASTLETON HILL MORAVIAN PRESCHOOL,88%,93%,97%,100%,100%,100%,97%,97%,100%,97%,93%,100%,97%,93%,100%,100%,100%,100%,93%,,,,,,,,,,,,
RADW,STATEN ISLAND PRESCHOOL,89%,94%,94%,94%,94%,94%,94%,94%,94%,93%,94%,93%,94%,94%,94%,100%,100%,100%,100%,,,,,,,,,,,,
RAEL,"SMILES AROUND US II, INC.",59%,95%,100%,100%,100%,100%,95%,100%,100%,100%,100%,100%,100%,93%,100%,95%,90%,100%,90%,,,,,,,,,,,,
RAEM,SISTERS OF ST. JOHN THE BAPTIST INC.,14%,60%,80%,100%,100%,100%,100%,80%,100%,80%,100%,100%,100%,100%,100%,100%,80%,100%,80%,,,,,,,,,,,,
RAEW,"4 ANGELS DAY CARE, INC.",100%,91%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,92%,92%,100%,,,,,,,,,,,,
RAEX,HOLY ROSARY SCHOOL,71%,96%,98%,98%,96%,96%,98%,98%,98%,98%,96%,95%,98%,96%,98%,98%,96%,98%,91%,,,,,,,,,,,,
RAEY,SAINT ADALBERT'S SCHOOL,23%,100%,89%,100%,100%,100%,100%,100%,100%,88%,100%,100%,100%,100%,100%,100%,88%,100%,100%,,,,,,,,,,,,
RAFF,BIG BIRDS PLAYHOUSE CORP.,25%,94%,94%,94%,94%,100%,100%,100%,100%,93%,100%,93%,86%,86%,100%,100%,100%,94%,93%,,,,,,,,,,,,
RAFG,FRIENDS PRESCHOOL,93%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,85%,,,,,,,,,,,,
RAFJ,CHILD STUDY CENTER OF NEW YORK,28%,100%,100%,100%,100%,100%,88%,88%,88%,100%,86%,100%,N/A,88%,100%,88%,100%,100%,100%,,,,,,,,,,,,
RAFN,"HIGH HOPES OF STATEN ISLAND, INC.",70%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RAFO,JEWISH COMMUNITY CENTER OF STATEN ISLAND,60%,92%,88%,92%,92%,92%,84%,88%,88%,88%,84%,96%,92%,91%,96%,100%,100%,100%,100%,,,,,,,,,,,,
RAFP,JEWISH COMMUNITY CENTER OF STATEN ISLAND,88%,95%,91%,91%,95%,95%,95%,95%,95%,91%,95%,95%,95%,95%,95%,100%,100%,95%,100%,,,,,,,,,,,,
RAFR,MINI WORLD PRESCHOOL,67%,100%,90%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RAFS,MISSION OF THE IMMACULATE VIRGIN,78%,95%,90%,95%,95%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,100%,,,,,,,,,,,,
RAFU,STEPPING STONES PRESCHOOL,94%,97%,99%,100%,96%,100%,97%,95%,95%,100%,93%,99%,96%,97%,100%,99%,94%,97%,94%,,,,,,,,,,,,
RAFW,SOUTH SHORE TODDLER ACADEMY,67%,100%,90%,100%,100%,90%,100%,100%,100%,100%,100%,90%,100%,100%,100%,100%,100%,86%,70%,,,,,,,,,,,,
RAFZ,THE COLLEGE OF STATEN ISLAND - THE CHILDREN'S CENTER,39%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RAGA,WONDER YEARS PRESCHOOL,59%,100%,100%,100%,100%,100%,100%,100%,100%,96%,100%,96%,96%,96%,96%,100%,100%,100%,100%,,,,,,,,,,,,
RAGC,YELED V'YALDA SILVER LAKE I HEAD START,73%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RAGD,YELED V'YALDA / SILVER LAKE HEAD START II,50%,92%,100%,100%,96%,100%,100%,92%,92%,96%,92%,100%,96%,96%,100%,100%,96%,96%,96%,,,,,,,,,,,,
RAGF,SI YMCA NURSERY - NORTH,69%,92%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,96%,100%,96%,96%,96%,92%,,,,,,,,,,,,
RAGG,SI YMCA NURSERY - SOUTH,37%,92%,92%,96%,88%,96%,96%,96%,96%,91%,100%,87%,92%,96%,92%,100%,96%,100%,88%,,,,,,,,,,,,
RAGH,RICHMOND HILL CHILDREN'S CENTER,49%,100%,88%,100%,94%,100%,100%,100%,100%,93%,100%,87%,100%,100%,94%,94%,100%,94%,88%,,,,,,,,,,,,
RAGJ,STATEN ISLAND MENTAL HEALTH SOCIETY HEAD START,94%,97%,100%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,93%,100%,89%,,,,,,,,,,,,
RAGK,STATEN ISLAND HEAD START,72%,97%,97%,100%,95%,100%,97%,97%,100%,100%,97%,100%,97%,100%,100%,100%,100%,100%,87%,,,,,,,,,,,,
RAGR,RABBI JACOB JOSEPH SCHOOL,55%,81%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%,,,,,,,,,,,,
RAHA,LEMON TREE,67%,95%,95%,95%,95%,100%,95%,95%,95%,100%,95%,95%,95%,100%,100%,100%,100%,100%,85%,,,,,,,,,,,,
RAHD,J & J ACADEMY,62%,95%,95%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,100%,100%,100%,100%,95%,,,,,,,,,,,,
RAHW,STATEN ISLAND CHILDREN'S ACADEMY,32%,71%,78%,89%,89%,89%,94%,89%,94%,72%,94%,88%,88%,82%,94%,100%,94%,89%,100%,,,,,,,,,,,,
RAHZ,"HYLAN DAY CARE, INC.",88%,95%,95%,100%,100%,95%,100%,100%,100%,100%,100%,100%,95%,89%,100%,100%,95%,100%,100%,,,,,,,,,,,,
RAIJ,HUGS & KIDDIES,67%,90%,90%,90%,100%,100%,100%,100%,100%,100%,100%,100%,89%,100%,100%,100%,90%,100%,70%,,,,,,,,,,,,
RAIM,PRODIGY PRESCHOOL/ STATEN ISLAND SKATING PAVILION,50%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,86%,100%,100%,100%,100%,,,,,,,,,,,,
RAIT,IVY LEAGUE EARLY LEARNING ACADEMY,46%,88%,94%,100%,81%,100%,88%,75%,81%,80%,69%,100%,85%,79%,100%,94%,93%,100%,94%,,,,,,,,,,,,
RAIX,BLESSED SACRAMENT EARLY CHILDHOOD ACADEMY,75%,94%,94%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,100%,100%,100%,94%,,,,,,,,,,,,
RAIY,THE PLAYGROUP EXPERIENCE,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,100%,100%,100%,100%,100%,100%,100%,100%,92%,,,,,,,,,,,,
RAJA,ALPHABET ACADEMY,26%,56%,67%,89%,78%,88%,88%,89%,89%,78%,89%,75%,78%,78%,89%,100%,89%,89%,100%,,,,,,,,,,,,
XAAF,HOWARD HABER EARLY LEARNING CENTER,50%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,83%,,,,,,,,,,,,
XAAH,AMALGAMATED NURSERY SCHOOL,68%,95%,95%,100%,95%,100%,100%,100%,100%,90%,100%,100%,100%,100%,100%,100%,100%,100%,95%,,,,,,,,,,,,
XAAX,CHRIST THE KING SCHOOL,20%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,88%,94%,94%,94%,100%,100%,100%,100%,,,,,,,,,,,,
XABI,THE GREEK AMERICAN INSTITUTE OF NEW YORK INC,25%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,83%,100%,100%,100%,100%,100%,100%,86%,,,,,,,,,,,,
XABK,HOLY CROSS SCHOOL,6%,100%,100%,100%,80%,100%,100%,100%,100%,100%,100%,N/A,N/A,N/A,100%,N/A,N/A,N/A,N/A,,,,,,,,,,,,
XABL,HOLY FAMILY SCHOOL,29%,88%,100%,100%,89%,95%,100%,95%,100%,94%,94%,100%,100%,100%,100%,95%,95%,95%,94%,,,,,,,,,,,,
XABM,HOLY ROSARY SCHOOL,13%,85%,83%,100%,92%,100%,92%,92%,92%,85%,92%,91%,80%,90%,100%,100%,92%,92%,85%,,,,,,,,,,,,
XABT,IMMACULATE CONCEPTION SCHOOL,20%,77%,75%,100%,83%,100%,100%,92%,92%,90%,83%,100%,100%,92%,100%,92%,82%,83%,100%,,,,,,,,,,,,
XACE,NATIVITY OF OUR BLESSED LADY,9%,80%,80%,100%,80%,100%,N/A,N/A,N/A,80%,80%,N/A,80%,80%,100%,100%,80%,80%,100%,,,,,,,,,,,,
XACF,NEW COVENANT CHRISTIAN SCHOOL,31%,90%,90%,100%,100%,100%,100%,100%,100%,89%,100%,100%,100%,100%,90%,100%,100%,100%,100%,,,,,,,,,,,,
XACJ,OUR LADY OF THE ASSUMPTION SCHOOL,60%,100%,100%,100%,100%,100%,100%,97%,100%,97%,100%,97%,97%,97%,93%,97%,97%,97%,100%,,,,,,,,,,,,
XACK,OUR LADY OF GRACE SCHOOL,8%,100%,100%,100%,89%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XACM,OUR LADY OF MOUNT CARMEL,17%,100%,100%,100%,100%,100%,100%,93%,100%,100%,100%,93%,100%,100%,100%,100%,100%,100%,93%,,,,,,,,,,,,
XACR,REGENT SCHOOL,40%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XACX,ST. ANGELA MERICI SCHOOL,24%,89%,95%,95%,89%,95%,84%,89%,89%,94%,84%,95%,82%,83%,95%,95%,89%,95%,100%,,,,,,,,,,,,
XACY,SAINT ANN - OUR LADY OF MOUNT CARMEL ANNEX,60%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XADH,SAINT BRENDAN SCHOOL,34%,93%,97%,100%,97%,100%,97%,97%,100%,93%,93%,93%,96%,96%,97%,100%,97%,100%,100%,,,,,,,,,,,,
XADJ,SAINT CLARE OF ASSISI SCHOOL,81%,95%,96%,100%,97%,100%,99%,100%,100%,98%,98%,99%,98%,98%,99%,98%,97%,99%,88%,,,,,,,,,,,,
XADL,ST. FRANCIS DE CHANTAL SCHOOL,19%,100%,90%,100%,100%,100%,80%,80%,80%,100%,80%,89%,70%,78%,100%,90%,100%,100%,90%,,,,,,,,,,,,
XADN,SAINT FRANCIS OF ASSISI SCHOOL,14%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,N/A,N/A,100%,100%,100%,100%,100%,,,,,,,,,,,,
XADO,SAINT FRANCIS XAVIER SCHOOL,34%,93%,97%,93%,93%,97%,97%,97%,97%,93%,83%,93%,96%,96%,97%,100%,100%,100%,83%,,,,,,,,,,,,
XADP,ST. GABRIEL SCHOOL,36%,83%,92%,92%,92%,100%,92%,92%,100%,83%,91%,82%,80%,83%,92%,92%,91%,92%,100%,,,,,,,,,,,,
XADQ,ST. HELENA SCHOOL,47%,88%,94%,97%,97%,94%,97%,94%,97%,94%,94%,94%,97%,97%,97%,100%,100%,100%,91%,,,,,,,,,,,,
XADT,SAINT JOHN CHRYSOSTOM SCHOOL,27%,91%,91%,96%,91%,96%,95%,95%,91%,91%,91%,91%,91%,91%,95%,96%,96%,91%,96%,,,,,,,,,,,,
XADV,SAINT JOHN SCHOOL,31%,100%,86%,100%,100%,100%,100%,87%,93%,100%,93%,85%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XADY,SAINT LUCY SCHOOL,23%,94%,94%,94%,91%,97%,91%,88%,94%,94%,88%,97%,89%,90%,97%,97%,100%,100%,97%,,,,,,,,,,,,
XADZ,ST. LUKE SCHOOL,90%,100%,96%,100%,96%,100%,100%,100%,100%,100%,100%,96%,96%,96%,100%,100%,100%,100%,88%,,,,,,,,,,,,
XAEB,SAINT MARGARET OF CORTONA,37%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAEL,ST. RAYMOND ELEMENTARY,70%,96%,94%,100%,98%,100%,98%,98%,100%,100%,94%,100%,100%,96%,98%,98%,98%,98%,98%,,,,,,,,,,,,
XAEN,ST. SIMON STOCK,75%,95%,98%,100%,95%,100%,93%,90%,90%,98%,90%,95%,93%,93%,95%,95%,100%,98%,98%,,,,,,,,,,,,
XAEO,SAINT THERESA,56%,98%,98%,100%,98%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,100%,100%,94%,,,,,,,,,,,,
XAEP,ST. THOMAS AQUINAS SCHOOL,19%,100%,100%,100%,100%,100%,100%,100%,N/A,100%,80%,N/A,N/A,N/A,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAEU,ST. PETER AND PAUL PAROCHIAL ELEMENTARY SCHOOL,78%,97%,99%,100%,98%,100%,99%,97%,97%,99%,97%,99%,97%,97%,99%,96%,98%,98%,93%,,,,,,,,,,,,
XAEW,THE LEARNING TREE,11%,100%,100%,86%,100%,100%,100%,100%,100%,100%,86%,100%,86%,83%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAFA,UCP/NYC'S BRONX CHILDREN'S PROGRAM,47%,86%,86%,86%,86%,86%,86%,86%,86%,86%,86%,86%,86%,86%,86%,100%,100%,100%,100%,,,,,,,,,,,,
XAFB,"VILLA MARIA ACADEMY, INC.",31%,100%,93%,100%,93%,100%,93%,100%,93%,92%,93%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAFG,LITTLE STARS 3,70%,100%,86%,100%,100%,100%,100%,100%,100%,100%,93%,100%,100%,100%,100%,100%,92%,100%,79%,,,,,,,,,,,,
XAFK,PHIPPS NEIGHBORHOODS DALY AVENUE ECEC,13%,100%,100%,100%,100%,100%,100%,N/A,N/A,100%,N/A,100%,N/A,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAFP,EAST SIDE HOUSE,79%,100%,100%,100%,100%,100%,100%,80%,90%,100%,80%,100%,80%,82%,90%,82%,100%,100%,100%,,,,,,,,,,,,
XAFZ,NEW COVENANT CHRISTIAN SCHOOL,31%,90%,80%,90%,100%,90%,100%,90%,80%,89%,100%,100%,100%,89%,90%,100%,90%,90%,90%,,,,,,,,,,,,
XAGC,HIGHBRIDGE ADVISORY COUNCIL EARLY CHILDHOOD CENTER #1,88%,97%,97%,100%,97%,100%,100%,100%,100%,100%,97%,100%,100%,97%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAGF,MANIDA (CENTER #1),52%,97%,97%,97%,94%,97%,97%,97%,94%,97%,97%,100%,100%,100%,97%,93%,100%,100%,93%,,,,,,,,,,,,
XAGX,LSSMNY: EARLY LIFE CHILDREN'S CENTER 6,51%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAHA,READY SET LEARN,51%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,100%,100%,100%,100%,100%,97%,,,,,,,,,,,,
XAHH,TRABAJAMOS COMMUNITY HEAD START,94%,97%,88%,91%,88%,91%,90%,91%,88%,94%,91%,94%,97%,94%,94%,93%,93%,97%,93%,,,,,,,,,,,,
XAHL,EAST BRONX DAY CARE CENTER,69%,100%,91%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAHM,NORTHEAST BRONX DAY CARE CENTER (SUSAN WAGNER),29%,88%,82%,94%,94%,88%,94%,88%,82%,94%,88%,94%,88%,88%,94%,94%,100%,94%,88%,,,,,,,,,,,,
XAHO,1332 FULTON AVE DCC,30%,89%,89%,100%,80%,100%,100%,90%,90%,100%,90%,100%,100%,100%,100%,100%,90%,90%,89%,,,,,,,,,,,,
XAHR,CONCORD HEAD START/EARLY LEARN CENTER,16%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,88%,100%,,,,,,,,,,,,
XAHS,"LITTLE STARS TOO, INC.",47%,94%,94%,100%,100%,100%,100%,100%,100%,94%,94%,100%,100%,94%,100%,100%,94%,100%,100%,,,,,,,,,,,,
XAHW,BETANCES EARLY CHILDHOOD CENTER (NYCHA),89%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAIC,LSSMNY: EARLY LIFE CHILDREN'S CENTER 2,48%,100%,96%,96%,100%,96%,96%,92%,92%,100%,92%,100%,100%,96%,100%,100%,92%,96%,96%,,,,,,,,,,,,
XAID,LSSMNY: EARLY LIFE CHILDREN'S CENTER 1,8%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,83%,80%,83%,100%,100%,100%,,,,,,,,,,,,
XAIF,BE ABOVE 52,85%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,100%,100%,100%,97%,,,,,,,,,,,,
XAIM,HIGHBRIDGE ADVISORY COUNCIL EARLY CHILDHOOD CENTER #3,89%,100%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,100%,100%,100%,87%,,,,,,,,,,,,
XAIN,HIGHBRIDGE ADVISORY COUNCIL DCC (NELSON AVENUE),27%,100%,100%,100%,100%,100%,91%,100%,100%,100%,91%,100%,90%,90%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAIQ,RICHARD H. MANGUM EARLY LEARNING CENTER,88%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,93%,,,,,,,,,,,,
XAJB,"CONCOURSE HOUSE, HDFC",20%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAJD,BRONX EARLY CHILDHOOD CENTER,30%,100%,100%,100%,100%,90%,100%,100%,100%,100%,100%,89%,100%,100%,100%,100%,100%,100%,70%,,,,,,,,,,,,
XAJU,CHILDREN'S AID AT P.S. 211,58%,88%,94%,100%,100%,100%,94%,94%,100%,100%,94%,100%,94%,94%,94%,100%,100%,100%,87%,,,,,,,,,,,,
XAKA,INTERVALE (CENTER #2),27%,86%,86%,100%,86%,100%,100%,71%,86%,100%,71%,83%,83%,83%,86%,86%,71%,86%,100%,,,,,,,,,,,,
XAKB,WATSON AVENUE ECC,48%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAKD,SOUND DALE CENTER FOR ECE,53%,96%,98%,100%,96%,98%,96%,92%,94%,98%,94%,96%,94%,96%,96%,94%,92%,94%,92%,,,,,,,,,,,,
XAKE,BRONX RIVER EARLY LEARN CENTER,53%,100%,100%,100%,88%,100%,88%,88%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,88%,,,,,,,,,,,,
XAKH,LABOR BATHGATE COMMUNITY CCC,38%,100%,100%,100%,80%,100%,100%,100%,100%,N/A,80%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,,,,,,,,,,,,
XAKJ,WAKE-EDEN CHRISTIAN ACADEMY,33%,100%,100%,100%,100%,100%,100%,100%,100%,83%,100%,83%,100%,100%,83%,100%,100%,100%,100%,,,,,,,,,,,,
XAKO,EPISCOPAL SOCIAL SERVICES HEAD START (PAUL'S HOUSE),73%,71%,75%,75%,75%,75%,75%,75%,75%,63%,75%,75%,75%,75%,75%,100%,100%,100%,88%,,,,,,,,,,,,
XAKR,PROSPECT EARLY CHILDHOOD CENTER,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,88%,100%,100%,100%,100%,100%,88%,,,,,,,,,,,,
XALA,WESTCHESTER TREMONT DCC,19%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,N/A,,,,,,,,,,,,
XALB,WHEDCO EARLY CHILDHOOD DISCOVERY CENTER,94%,99%,99%,100%,98%,99%,99%,98%,99%,100%,99%,100%,100%,100%,100%,100%,99%,99%,99%,,,,,,,,,,,,
XALE,NP READY SET LEARN,94%,97%,100%,100%,97%,100%,100%,97%,100%,100%,96%,100%,100%,100%,100%,100%,100%,100%,97%,,,,,,,,,,,,
XALJ,"SAINT JEMUEL GROUP FAMILY DAY CARE, INC.",79%,95%,100%,100%,100%,100%,100%,100%,100%,94%,100%,100%,100%,100%,100%,100%,100%,100%,94%,,,,,,,,,,,,
XALT,RIVERDALE NURSERY SCHOOL AND FAMILY CENTER,90%,78%,89%,94%,94%,94%,89%,89%,88%,94%,88%,94%,88%,94%,94%,100%,94%,100%,100%,,,,,,,,,,,,
XALV,KINGSBRIDGE HEIGHTS COMMUNITY CENTER,95%,96%,92%,96%,96%,94%,94%,96%,96%,93%,96%,96%,94%,96%,96%,100%,100%,100%,92%,,,,,,,,,,,,
XALW,SHARON BAPTIST - CENTER I,18%,100%,83%,83%,100%,100%,100%,100%,100%,80%,83%,N/A,100%,80%,100%,83%,100%,83%,80%,,,,,,,,,,,,
XALY,LSSMNY: EARLY LIFE CHILDREN'S CENTER 4,18%,100%,100%,100%,100%,100%,100%,100%,100%,100%,86%,86%,100%,100%,100%,100%,100%,100%,86%,,,,,,,,,,,,
XALZ,MID BRONX SENIOR CITIZEN CENTER,60%,98%,100%,100%,95%,98%,95%,95%,95%,97%,95%,93%,95%,95%,95%,100%,100%,100%,95%,,,,,,,,,,,,
XAMB,TRABAJAMOS COMMUNITY HEAD START,38%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,67%,80%,80%,83%,100%,100%,100%,100%,,,,,,,,,,,,
XAMQ,MOSHOLU MONTEFIORE - VAN CORTLANDT,51%,96%,100%,100%,100%,100%,96%,100%,96%,100%,96%,100%,100%,96%,100%,100%,100%,100%,84%,,,,,,,,,,,,
XAMR,IOLA JORDAN DAY CARE,42%,96%,92%,100%,96%,96%,96%,96%,96%,91%,96%,96%,86%,88%,96%,96%,92%,92%,100%,,,,,,,,,,,,
