DBN,School Name,Total Parent Response Rate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,,,,,,,,,,,,
RACN,"United Cerebral Palsy Of New York City, Inc.",33%,N/A,N/A,N/A,100%,100%,N/A,N/A,N/A,N/A,N/A,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
RACS,Children'S Aid Society Richmond Early Learning Center,23%,93%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,,,,,,,,,,,,
RACT,Staten Island Mental Health Society Iii,21%,88%,88%,88%,86%,88%,88%,88%,88%,100%,75%,100%,100%,88%,100%,100%,100%,100%,86%,,,,,,,,,,,,
RACX,Jewish Community Center Of Staten Island,32%,100%,100%,100%,100%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RADB,Little Lamb Preschool,60%,89%,88%,100%,100%,100%,100%,88%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,71%,,,,,,,,,,,,
RADK,Bumble Bees R Us,47%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,88%,88%,88%,100%,,,,,,,,,,,,
RADL,"Busy Beach Day Care, Inc.",63%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,N/A,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RADP,Castleton Hill Moravian Preschool,83%,100%,100%,100%,100%,100%,93%,97%,100%,90%,93%,93%,93%,93%,93%,96%,100%,100%,97%,,,,,,,,,,,,
RADW,Staten Island Preschool,100%,88%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,94%,100%,100%,100%,100%,,,,,,,,,,,,
RAEL,"Smiles Around Us Ii, Inc.",27%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,83%,83%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RAEM,Sisters Of St. John The Baptist Inc.,26%,89%,100%,100%,100%,89%,89%,89%,89%,100%,100%,100%,89%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RAEN,Rose Group Family Day Care I,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RAEW,"4 Angels Day Care, Inc.",91%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,90%,,,,,,,,,,,,
RAEX,Holy Rosary School,22%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,85%,,,,,,,,,,,,
RAEY,Saint Adalbert'S School,30%,83%,83%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,82%,100%,100%,,,,,,,,,,,,
RAFF,Big Birds Playhouse Corp.,34%,100%,100%,100%,100%,94%,100%,100%,100%,94%,100%,94%,100%,100%,94%,100%,100%,100%,94%,,,,,,,,,,,,
RAFH,"Castle Day Care Ii, Inc.",40%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RAFI,"Castle Day Care, Inc.",29%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RAFJ,Child Study Center Of New York,40%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RAFL,The Foresight School,30%,84%,80%,92%,84%,92%,84%,88%,88%,96%,83%,92%,83%,96%,96%,96%,84%,88%,96%,,,,,,,,,,,,
RAFN,"High Hopes Of Staten Island, Inc.",80%,100%,100%,100%,94%,100%,100%,100%,100%,92%,94%,100%,94%,93%,100%,100%,100%,100%,94%,,,,,,,,,,,,
RAFO,Jewish Community Center Of Staten Island,26%,89%,89%,100%,100%,100%,100%,100%,100%,100%,100%,89%,100%,100%,78%,100%,100%,89%,100%,,,,,,,,,,,,
RAFP,Jewish Community Center Of Staten Island,40%,94%,93%,100%,94%,88%,88%,94%,88%,100%,100%,100%,100%,100%,100%,100%,100%,100%,88%,,,,,,,,,,,,
RAFR,Mini World Preschool,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RAFS,Mission Of The Immaculate Virgin,55%,88%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%,,,,,,,,,,,,
RAFU,Stepping Stones Preschool,100%,95%,97%,99%,96%,99%,96%,94%,92%,96%,96%,95%,92%,91%,99%,96%,96%,97%,99%,,,,,,,,,,,,
RAFV,Small World Preschool,45%,90%,90%,90%,70%,90%,67%,70%,60%,89%,70%,90%,78%,90%,100%,90%,89%,89%,89%,,,,,,,,,,,,
RAFW,South Shore Toddler Academy,94%,93%,100%,100%,93%,100%,100%,93%,100%,100%,100%,93%,100%,93%,100%,100%,93%,100%,93%,,,,,,,,,,,,
RAFY,Children'S Playhouse,47%,88%,88%,100%,100%,100%,100%,100%,100%,88%,88%,100%,100%,100%,100%,100%,100%,100%,75%,,,,,,,,,,,,
RAFZ,The College Of Staten Island - The Children'S Center,45%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,89%,,,,,,,,,,,,
RAGA,Wonder Years Preschool,38%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%,100%,100%,94%,100%,100%,,,,,,,,,,,,
RAGC,Yeled V'Yalda Silver Lake I Head Start,69%,96%,100%,100%,100%,100%,100%,95%,95%,100%,96%,100%,100%,100%,100%,100%,100%,100%,91%,,,,,,,,,,,,
RAGD,Yeled V'Yalda / Silver Lake Head Start Ii,51%,92%,92%,96%,92%,92%,92%,92%,92%,96%,96%,96%,92%,96%,91%,96%,96%,96%,92%,,,,,,,,,,,,
RAGF,Si Ymca Nursery - North,79%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RAGG,Si Ymca Nursery - South,32%,100%,95%,100%,100%,100%,100%,100%,90%,100%,100%,100%,95%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
RAGH,Richmond Hill Children'S Center,53%,100%,94%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%,88%,88%,100%,,,,,,,,,,,,
RAGJ,Staten Island Mental Health Society Head Start,96%,96%,95%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,100%,91%,,,,,,,,,,,,
RAGK,Staten Island Head Start,73%,97%,97%,100%,97%,100%,100%,94%,100%,100%,97%,100%,100%,100%,100%,100%,97%,100%,92%,,,,,,,,,,,,
RAGR,Rabbi Jacob Joseph School,36%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,91%,,,,,,,,,,,,
RAHA,Lemon Tree,50%,100%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,88%,100%,100%,100%,100%,60%,,,,,,,,,,,,
RAHC,Cbi Academy Preschool,50%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,N/A,100%,N/A,100%,100%,100%,100%,80%,,,,,,,,,,,,
RAHD,J & J Academy,86%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,97%,,,,,,,,,,,,
RAHW,Staten Island Children'S Academy,22%,77%,77%,100%,85%,100%,92%,92%,100%,100%,100%,92%,100%,100%,100%,100%,100%,100%,85%,,,,,,,,,,,,
RAHZ,"Hylan Day Care, Inc.",81%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,,,,,,,,,,,,
RAIJ,Hugs & Kiddies,91%,100%,80%,100%,90%,100%,90%,100%,100%,100%,90%,100%,100%,90%,100%,100%,100%,100%,70%,,,,,,,,,,,,
RAIT,Ivy League Early Learning Academy,58%,74%,74%,84%,79%,84%,79%,79%,74%,79%,84%,84%,84%,84%,84%,89%,89%,89%,89%,,,,,,,,,,,,
RAIX,Blessed Sacrament Early Childhood Academy,30%,69%,80%,100%,100%,100%,100%,100%,100%,88%,94%,93%,100%,100%,100%,100%,93%,87%,100%,,,,,,,,,,,,
RAIY,The Playgroup Experience,64%,89%,89%,100%,89%,100%,100%,100%,89%,100%,100%,100%,89%,89%,100%,100%,100%,100%,78%,,,,,,,,,,,,
RAJA,Alphabet Academy,17%,83%,67%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAAH,Amalgamated Nursery School,100%,88%,91%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,100%,97%,97%,100%,,,,,,,,,,,,
XAAS,Bronxdale Nursery,42%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,92%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAAX,Christ The King School,14%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XABI,The Greek American Institute Of New York Inc,21%,100%,100%,100%,100%,100%,100%,100%,100%,83%,100%,83%,83%,83%,80%,100%,100%,100%,100%,,,,,,,,,,,,
XABK,Holy Cross School,14%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,100%,100%,100%,100%,,,,,,,,,,,,
XABL,Holy Family School,21%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XABM,Holy Rosary School,10%,70%,56%,100%,70%,90%,90%,90%,80%,67%,100%,78%,75%,78%,100%,80%,80%,78%,100%,,,,,,,,,,,,
XACE,Nativity Of Our Blessed Lady,14%,83%,100%,100%,83%,83%,83%,83%,83%,100%,100%,83%,83%,83%,100%,83%,100%,100%,83%,,,,,,,,,,,,
XACF,New Covenant Christian School,30%,88%,88%,100%,100%,100%,88%,94%,94%,100%,100%,100%,100%,100%,94%,94%,88%,94%,94%,,,,,,,,,,,,
XACJ,Our Lady Of The Assumption School,54%,89%,88%,100%,93%,96%,96%,92%,89%,88%,96%,91%,89%,96%,93%,100%,88%,96%,93%,,,,,,,,,,,,
XACK,Our Lady Of Grace School,21%,100%,100%,100%,100%,100%,92%,92%,92%,100%,91%,100%,100%,100%,100%,100%,100%,100%,91%,,,,,,,,,,,,
XACM,Our Lady Of Mount Carmel,9%,80%,100%,100%,80%,100%,100%,100%,100%,N/A,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
XACR,Regent School,38%,100%,100%,100%,100%,100%,100%,100%,100%,100%,N/A,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XACX,St. Angela Merici School,29%,87%,87%,100%,96%,100%,96%,95%,91%,95%,91%,95%,100%,91%,96%,95%,96%,96%,96%,,,,,,,,,,,,
XACY,Saint Ann - Our Lady Of Mount Carmel Annex,12%,90%,90%,100%,90%,100%,100%,100%,100%,80%,80%,100%,89%,88%,100%,100%,90%,89%,70%,,,,,,,,,,,,
XADH,Saint Brendan School,25%,95%,95%,95%,100%,95%,95%,100%,95%,90%,90%,95%,90%,90%,95%,100%,90%,95%,86%,,,,,,,,,,,,
XADJ,Saint Clare Of Assisi School,24%,91%,81%,100%,81%,95%,95%,100%,90%,91%,86%,95%,95%,90%,100%,95%,95%,90%,82%,,,,,,,,,,,,
XADL,St. Francis De Chantal School,33%,93%,88%,94%,94%,94%,94%,88%,81%,94%,94%,94%,86%,80%,94%,100%,100%,100%,100%,,,,,,,,,,,,
XADN,Saint Francis Of Assisi School,30%,67%,75%,100%,83%,100%,92%,100%,92%,82%,83%,91%,100%,100%,92%,82%,75%,75%,100%,,,,,,,,,,,,
XADO,Saint Francis Xavier School,23%,95%,95%,95%,95%,100%,95%,100%,100%,100%,89%,100%,81%,88%,100%,95%,95%,89%,95%,,,,,,,,,,,,
XADP,St. Gabriel School,36%,100%,100%,100%,100%,90%,90%,90%,90%,100%,100%,100%,100%,90%,100%,90%,100%,100%,100%,,,,,,,,,,,,
XADQ,St. Helena School,41%,96%,97%,93%,100%,97%,97%,96%,93%,96%,96%,93%,96%,100%,97%,100%,100%,100%,86%,,,,,,,,,,,,
XADT,Saint John Chrysostom School,24%,100%,100%,100%,95%,95%,100%,100%,100%,100%,95%,100%,100%,95%,95%,100%,95%,100%,90%,,,,,,,,,,,,
XADV,Saint John School,24%,100%,88%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,88%,100%,,,,,,,,,,,,
XADY,Saint Lucy School,30%,94%,91%,97%,91%,87%,87%,90%,88%,93%,94%,94%,89%,86%,97%,97%,97%,100%,90%,,,,,,,,,,,,
XADZ,St. Luke School,55%,82%,88%,88%,88%,94%,94%,94%,94%,94%,88%,94%,88%,82%,94%,100%,93%,94%,94%,,,,,,,,,,,,
XAEB,Saint Margaret Of Cortona,30%,100%,100%,100%,88%,100%,100%,100%,100%,100%,94%,100%,100%,100%,100%,94%,100%,100%,100%,,,,,,,,,,,,
XAEH,St. Philip Neri School,20%,95%,95%,95%,95%,94%,94%,95%,94%,94%,95%,95%,94%,94%,95%,89%,89%,89%,100%,,,,,,,,,,,,
XAEL,St. Raymond Elementary,34%,100%,100%,100%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,96%,,,,,,,,,,,,
XAEN,St. Simon Stock,45%,84%,81%,97%,81%,97%,91%,88%,84%,97%,88%,94%,85%,80%,93%,94%,87%,90%,93%,,,,,,,,,,,,
XAEO,Saint Theresa,24%,81%,86%,90%,76%,95%,90%,90%,86%,85%,86%,75%,89%,90%,86%,85%,95%,100%,100%,,,,,,,,,,,,
XAEP,St. Thomas Aquinas School,17%,80%,80%,80%,80%,80%,80%,80%,N/A,80%,N/A,100%,100%,100%,N/A,100%,100%,100%,100%,,,,,,,,,,,,
XAEW,The Learning Tree,22%,92%,92%,100%,92%,100%,100%,92%,92%,100%,92%,100%,100%,92%,100%,92%,92%,92%,100%,,,,,,,,,,,,
XAFB,"Villa Maria Academy, Inc.",35%,89%,94%,100%,100%,100%,100%,94%,100%,100%,94%,100%,94%,94%,100%,100%,94%,100%,94%,,,,,,,,,,,,
XAFG,Little Stars 3,21%,100%,100%,100%,100%,100%,100%,100%,100%,100%,83%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAFK,Phipps Neighborhoods Daly Avenue Ecec,23%,91%,91%,91%,91%,91%,80%,82%,82%,91%,73%,91%,82%,73%,91%,90%,90%,90%,91%,,,,,,,,,,,,
XAFZ,New Covenant Christian School,72%,92%,100%,100%,92%,100%,92%,92%,100%,92%,100%,82%,83%,92%,92%,92%,100%,100%,67%,,,,,,,,,,,,
XAGC,Highbridge Advisory Council Early Childhood Center #1,100%,100%,98%,100%,100%,100%,98%,100%,98%,100%,98%,100%,100%,97%,100%,97%,100%,100%,97%,,,,,,,,,,,,
XAGF,Manida (Center #1),66%,96%,93%,97%,97%,97%,97%,97%,96%,93%,96%,93%,96%,93%,93%,100%,100%,96%,96%,,,,,,,,,,,,
XAGX,Lssmny: Early Life Children'S Center 6,30%,85%,92%,92%,85%,92%,100%,100%,92%,100%,100%,92%,100%,100%,100%,100%,92%,100%,85%,,,,,,,,,,,,
XAHA,Ready Set Learn,32%,94%,94%,100%,100%,100%,100%,100%,94%,94%,94%,100%,100%,92%,94%,100%,100%,100%,83%,,,,,,,,,,,,
XAHD,Mid Bronx Ccrp Ecc 4,95%,100%,100%,100%,100%,100%,100%,94%,95%,100%,94%,100%,94%,94%,100%,100%,94%,100%,100%,,,,,,,,,,,,
XAHH,Trabajamos Community Head Start,81%,94%,94%,94%,94%,94%,94%,94%,85%,94%,92%,100%,100%,100%,100%,94%,94%,94%,94%,,,,,,,,,,,,
XAHL,East Bronx Day Care Center,50%,89%,89%,89%,89%,89%,89%,89%,89%,78%,89%,88%,89%,89%,89%,100%,100%,100%,100%,,,,,,,,,,,,
XAHM,Northeast Bronx Day Care Center (Susan Wagner),28%,74%,79%,95%,95%,100%,100%,100%,95%,84%,100%,88%,94%,89%,100%,89%,94%,94%,95%,,,,,,,,,,,,
XAHR,Concord Head Start/Early Learn Center,37%,100%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,91%,92%,100%,,,,,,,,,,,,
XAHS,"Little Stars Too, Inc.",33%,91%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,90%,100%,100%,100%,100%,100%,91%,,,,,,,,,,,,
XAHW,Betances Early Childhood Center (Nycha),50%,75%,75%,75%,75%,75%,75%,75%,75%,63%,83%,75%,83%,86%,75%,86%,86%,86%,71%,,,,,,,,,,,,
XAIC,Lssmny: Early Life Children'S Center 2,29%,93%,100%,100%,100%,100%,100%,100%,93%,100%,100%,100%,100%,93%,100%,93%,93%,93%,93%,,,,,,,,,,,,
XAID,Lssmny: Early Life Children'S Center 1,9%,83%,83%,83%,80%,83%,83%,83%,83%,83%,83%,83%,83%,83%,83%,100%,100%,100%,100%,,,,,,,,,,,,
XAIF,Be Above 52,100%,98%,98%,98%,98%,98%,98%,98%,96%,98%,98%,98%,98%,98%,98%,100%,100%,100%,98%,,,,,,,,,,,,
XAIM,Highbridge Advisory Council Early Childhood Center #3,96%,100%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,100%,100%,100%,,,,,,,,,,,,
XAIN,Highbridge Advisory Council Dcc (Nelson Avenue),48%,80%,84%,88%,88%,92%,88%,92%,92%,91%,95%,92%,88%,91%,92%,92%,92%,91%,92%,,,,,,,,,,,,
XAJB,"Concourse House, Hdfc",31%,93%,100%,100%,100%,100%,100%,100%,100%,93%,100%,93%,92%,92%,93%,100%,100%,100%,100%,,,,,,,,,,,,
XAJD,Bronx Early Childhood Center,79%,87%,78%,100%,87%,95%,100%,90%,87%,86%,95%,95%,95%,91%,100%,96%,91%,95%,90%,,,,,,,,,,,,
XAJF,Brightside Academy - Louis Nine,100%,96%,100%,100%,96%,100%,100%,96%,96%,92%,96%,92%,96%,96%,100%,96%,96%,100%,100%,,,,,,,,,,,,
XAJJ,Sharon Baptist - Center Ii,23%,100%,100%,100%,100%,89%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,89%,100%,89%,,,,,,,,,,,,
XAJR,"Providence Rest Child Day Care Center, Inc.",31%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,N/A,100%,100%,100%,100%,100%,100%,80%,,,,,,,,,,,,
XAJU,Children'S Aid At P.S. 211,55%,81%,82%,82%,71%,75%,75%,76%,76%,81%,82%,81%,81%,82%,82%,100%,100%,100%,100%,,,,,,,,,,,,
XAKA,Intervale (Center #2),29%,94%,100%,100%,100%,100%,100%,100%,100%,92%,93%,93%,92%,92%,92%,100%,100%,100%,100%,,,,,,,,,,,,
XAKB,Watson Avenue Ecc,20%,88%,88%,88%,88%,75%,88%,88%,88%,88%,88%,88%,88%,86%,86%,88%,75%,88%,75%,,,,,,,,,,,,
XAKD,Sound Dale Center For Ece,33%,97%,97%,100%,97%,97%,97%,97%,97%,100%,96%,100%,96%,100%,100%,96%,93%,96%,93%,,,,,,,,,,,,
XAKF,Stepping Stone Day School,53%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,89%,89%,89%,100%,,,,,,,,,,,,
XAKH,Labor Bathgate Community Ccc,65%,100%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,,,,,,,,,,,,
XAKJ,Wake-Eden Christian Academy,31%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,91%,,,,,,,,,,,,
XAKO,Episcopal Social Services Head Start (Paul'S House),69%,78%,78%,78%,78%,78%,67%,67%,63%,63%,63%,63%,67%,75%,67%,86%,88%,88%,75%,,,,,,,,,,,,
XAKQ,Help Iii,100%,90%,91%,91%,91%,91%,91%,91%,91%,100%,91%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAKR,Prospect Early Childhood Center,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,60%,100%,100%,100%,100%,67%,,,,,,,,,,,,
XALB,Whedco Early Childhood Discovery Center,96%,100%,100%,100%,100%,100%,98%,98%,100%,98%,100%,98%,98%,98%,97%,100%,100%,100%,92%,,,,,,,,,,,,
XALE,Np Ready Set Learn,85%,95%,95%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XALJ,"Saint Jemuel Group Family Day Care, Inc.",93%,96%,96%,96%,96%,96%,96%,92%,96%,96%,100%,96%,100%,100%,96%,96%,96%,93%,93%,,,,,,,,,,,,
XALR,Five Star Dcc,24%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,N/A,N/A,100%,100%,100%,100%,80%,,,,,,,,,,,,
XALV,Kingsbridge Heights Community Center,93%,97%,95%,100%,97%,98%,97%,98%,97%,97%,94%,98%,95%,95%,98%,98%,98%,98%,87%,,,,,,,,,,,,
XALZ,Mid Bronx Senior Citizen Center,70%,97%,99%,97%,98%,96%,94%,94%,94%,96%,97%,94%,97%,97%,96%,97%,97%,98%,89%,,,,,,,,,,,,
XAMB,Trabajamos Community Head Start,64%,100%,100%,100%,95%,95%,100%,100%,100%,100%,100%,90%,95%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAMQ,Mosholu Montefiore - Van Cortlandt,74%,96%,98%,98%,98%,98%,98%,98%,98%,98%,98%,98%,98%,98%,98%,100%,96%,100%,87%,,,,,,,,,,,,
XAMR,Iola Jordan Day Care,21%,100%,100%,100%,100%,100%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAMT,East Side House,80%,89%,93%,96%,96%,100%,89%,86%,82%,96%,79%,93%,92%,92%,100%,96%,96%,96%,86%,,,,,,,,,,,,
XAMV,Children'S Pride,78%,95%,95%,100%,100%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,,,,,,,,,,,,
XAMW,East Side House,55%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,N/A,100%,100%,100%,83%,,,,,,,,,,,,
XANA,South Bronx Head Start I,75%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,86%,,,,,,,,,,,,
XANC,Salvation Army - Bronx Citadel,85%,100%,100%,94%,94%,100%,94%,100%,100%,100%,94%,100%,94%,100%,100%,94%,100%,94%,100%,,,,,,,,,,,,
XANI,Ivy League Early Learning Academy,21%,73%,80%,93%,86%,93%,73%,73%,80%,93%,80%,87%,75%,85%,100%,87%,93%,93%,100%,,,,,,,,,,,,
XANJ,"Just 4 Kids Soundview Center, Inc.",50%,80%,80%,100%,100%,100%,80%,100%,80%,N/A,N/A,100%,100%,100%,100%,100%,80%,100%,100%,,,,,,,,,,,,
XANN,Gwendolyn Bland Dc,77%,100%,100%,100%,100%,93%,100%,96%,96%,100%,93%,100%,100%,100%,100%,100%,100%,100%,92%,,,,,,,,,,,,
XANT,Louis A. Fickling Child Development Center,32%,83%,100%,100%,83%,100%,100%,83%,67%,80%,67%,83%,67%,60%,83%,100%,100%,100%,100%,,,,,,,,,,,,
XANU,Help Ii,46%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XANV,Highbridge Advisory Council Doris East Stone Day Care,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XANW,Highbridge Advisory Council Head Start,38%,100%,100%,100%,100%,100%,100%,94%,94%,100%,94%,100%,94%,94%,100%,100%,100%,100%,94%,,,,,,,,,,,,
XANX,Highbridge Advisory Council Marshall England Elc,89%,90%,90%,93%,94%,90%,97%,93%,97%,97%,97%,96%,93%,92%,100%,94%,93%,100%,94%,,,,,,,,,,,,
XANZ,Walton (Center #5),72%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,100%,100%,100%,97%,,,,,,,,,,,,
XAOA,Promesa Multi-Cultural Dcc Ii,76%,96%,98%,98%,98%,98%,96%,98%,98%,93%,98%,96%,96%,98%,96%,98%,98%,98%,92%,,,,,,,,,,,,
XAOC,South Bronx Iii,43%,100%,100%,100%,100%,100%,100%,92%,100%,100%,100%,100%,100%,100%,100%,100%,100%,92%,85%,,,,,,,,,,,,
XAOD,Bronxworks,84%,100%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,93%,,,,,,,,,,,,
XAOF,Tremont Monterey Day Care Center Ii,26%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAOK,Seventh Avenue Center For Family Services,100%,95%,100%,100%,100%,100%,100%,100%,100%,100%,94%,100%,100%,100%,100%,100%,100%,100%,88%,,,,,,,,,,,,
XAOM,Belmont Community Day Care Center,58%,98%,100%,98%,98%,98%,98%,98%,98%,98%,100%,100%,100%,100%,100%,98%,98%,98%,92%,,,,,,,,,,,,
XAON,Brenda'S Playschool,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAOR,Kingsbridge Montessori School,21%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAOS,Riverdale Montessori School,36%,78%,67%,100%,67%,89%,89%,78%,67%,100%,100%,100%,75%,67%,89%,100%,89%,78%,89%,,,,,,,,,,,,
XAOT,Kingsbridge Heights Community Center,97%,94%,97%,97%,100%,100%,100%,94%,97%,100%,97%,100%,94%,100%,100%,90%,90%,93%,97%,,,,,,,,,,,,
XAOU,Marble Hill Nursery School,53%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,,,,,,,,,,
XAOV,Marc Academy And Family Center,73%,100%,100%,100%,100%,100%,95%,100%,100%,100%,95%,100%,100%,100%,100%,100%,100%,94%,100%,,,,,,,,,,,,
XAOW,Mosholu Montefiore Community Center - Northside Annex,46%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%,,,,,,,,,,,,
XAOX,Child Development Center Of Mosholu Montefiore Cc,67%,96%,98%,98%,98%,100%,96%,92%,96%,98%,92%,98%,98%,98%,100%,94%,94%,96%,90%,,,,,,,,,,,,
XAPA,"Riverdale Neighborhood House, Inc.",29%,86%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,95%,,,,,,,,,,,,
XAPB,Riverdale Presbytarian Church And Nursery School,80%,100%,100%,100%,100%,100%,100%,100%,100%,86%,100%,88%,88%,88%,88%,88%,88%,88%,100%,,,,,,,,,,,,
XAPC,Riverdale Temple Nursery School,36%,94%,94%,100%,94%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%,94%,93%,100%,,,,,,,,,,,,
XAPD,Riverdale Y Early Childhood Program,67%,91%,91%,95%,91%,95%,82%,73%,86%,100%,82%,100%,90%,81%,100%,95%,100%,100%,90%,,,,,,,,,,,,
