year,DBN,School Name,Total Parent Response Rate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18
2022,12X388,Pan American International High School at Monroe,,98%,95%,100%,98%,99%,99%,100%,99%,98%,99%,98%,98%,98%,98%,99%,100%,99%,15%
2022,12X446,Arturo A. Schomburg Satellite Academy Bronx,,99%,100%,100%,100%,100%,100%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,81%
2022,12X458,Samara Community School,,98%,98%,99%,99%,100%,99%,100%,100%,98%,99%,98%,99%,99%,99%,99%,99%,99%,2%
2022,12X463,Urban Scholars Community School,,91%,90%,94%,90%,95%,94%,93%,93%,88%,93%,90%,95%,95%,96%,95%,94%,98%,11%
2022,12X478,The Cinema School,,75%,73%,91%,79%,91%,91%,81%,93%,84%,82%,86%,90%,93%,92%,96%,85%,92%,38%
2022,12X479,Bronx Career and College Preparatory High School,,84%,87%,91%,92%,92%,95%,91%,91%,91%,93%,92%,92%,93%,88%,92%,89%,90%,31%
2022,12X480,Bronx Regional High School,,96%,96%,96%,96%,100%,96%,96%,100%,93%,100%,100%,100%,100%,92%,100%,100%,100%,68%
2022,12X511,Bronx Envision Academy,,89%,80%,98%,87%,98%,98%,93%,95%,90%,91%,95%,93%,98%,81%,92%,95%,95%,34%
2022,12X521,The Metropolitan Soundview High School,,93%,93%,97%,97%,100%,97%,97%,97%,92%,95%,93%,100%,97%,84%,92%,92%,92%,66%
2022,12X531,Archer Elementary School,,88%,87%,93%,87%,95%,94%,93%,94%,95%,87%,91%,93%,93%,93%,87%,90%,95%,3%
2022,12X536,P.S. 536,,98%,97%,100%,98%,99%,100%,100%,99%,99%,100%,100%,99%,100%,99%,99%,99%,100%,2%
2022,12X550,High School of World Cultures,,84%,74%,92%,86%,94%,95%,92%,92%,89%,92%,90%,93%,95%,92%,94%,97%,93%,17%
2022,12X595,P.S. 595,,96%,94%,97%,93%,96%,92%,93%,93%,94%,94%,94%,95%,94%,96%,95%,95%,97%,3%
2022,12X682,Fannie Lou Hamer Freedom High School,,91%,90%,98%,94%,99%,98%,98%,98%,95%,98%,97%,99%,99%,96%,98%,97%,99%,23%
2022,12X684,Wings Academy,,89%,84%,92%,94%,85%,98%,89%,89%,89%,89%,79%,88%,92%,92%,91%,94%,92%,28%
2022,12X691,Bronx Little School,,96%,97%,98%,96%,99%,98%,98%,100%,97%,98%,98%,100%,99%,99%,99%,98%,98%,13%
2022,13K003,P.S. 003 The Bedford Village,,90%,90%,99%,89%,100%,96%,96%,96%,94%,93%,97%,96%,94%,97%,99%,94%,99%,7%
2022,13K008,The Emily Warren Roebling School,,90%,89%,98%,94%,99%,95%,94%,95%,94%,95%,96%,95%,94%,99%,95%,97%,96%,0%
2022,13K009,Public School 9 The Sarah Smith Garnet School,,89%,87%,96%,94%,99%,97%,96%,96%,93%,94%,92%,99%,97%,96%,92%,92%,93%,3%
2022,13K011,P.S. 011 Purvis J. Behan,,93%,93%,97%,96%,98%,96%,96%,96%,96%,94%,93%,98%,96%,98%,93%,98%,96%,0%
2022,13K020,P.S. 020 Clinton Hill,,85%,85%,98%,96%,99%,97%,99%,98%,95%,96%,94%,96%,98%,100%,96%,96%,95%,1%
2022,13K044,P.S. 044 Marcus Garvey,,85%,95%,95%,82%,89%,97%,97%,94%,100%,97%,89%,94%,100%,100%,100%,91%,97%,9%
2022,13K046,P.S. 046 Edward C. Blum,,94%,92%,95%,92%,94%,94%,94%,92%,95%,92%,97%,98%,98%,97%,98%,92%,92%,5%
2022,13K054,P.S. 054 Samuel C. Barnes,,83%,93%,100%,90%,93%,86%,87%,86%,96%,84%,97%,93%,87%,97%,82%,90%,96%,3%
2022,13K056,P.S. 056 Lewis H. Latimer,,87%,90%,97%,97%,98%,96%,96%,97%,92%,95%,96%,98%,97%,96%,99%,90%,93%,1%
2022,13K067,P.S. 067 Charles A. Dorsey,,89%,89%,97%,90%,95%,97%,97%,95%,92%,92%,97%,95%,97%,96%,97%,97%,95%,10%
2022,13K093,P.S. 093 William H. Prescott,,99%,100%,100%,100%,99%,100%,100%,100%,100%,100%,100%,100%,100%,99%,100%,99%,100%,6%
2022,13K113,M.S. 113 Ronald Edmonds Learning Center,,100%,94%,100%,95%,94%,89%,94%,94%,100%,100%,100%,100%,100%,100%,94%,100%,94%,6%
2022,13K133,P.S. 133 William A. Butler,,86%,86%,95%,93%,98%,92%,92%,93%,93%,87%,91%,96%,93%,97%,95%,94%,93%,4%
2022,13K256,P.S. 256 Benjamin Banneker,,95%,94%,100%,89%,100%,95%,94%,94%,94%,93%,89%,100%,100%,94%,94%,88%,88%,32%
2022,13K265,Dr. Susan S. McKinney Secondary School of the Arts,,50%,40%,90%,50%,100%,70%,50%,40%,62%,50%,70%,62%,67%,40%,62%,30%,44%,20%
2022,13K266,M.S. K266 - Park Place Community Middle School,,75%,75%,100%,94%,94%,94%,81%,75%,69%,69%,100%,87%,93%,93%,86%,86%,100%,7%
2022,13K270,P.S. 270 Johann DeKalb,,87%,86%,95%,92%,97%,98%,97%,100%,95%,95%,89%,97%,97%,89%,98%,95%,97%,12%
2022,13K282,P.S. 282 Park Slope,,77%,84%,95%,82%,98%,89%,84%,82%,89%,81%,88%,93%,85%,99%,86%,94%,90%,5%
2022,13K287,P.S. 287 Bailey K. Ashford,,84%,85%,94%,94%,98%,96%,90%,88%,91%,89%,91%,86%,90%,96%,90%,88%,91%,11%
2022,13K301,Restoration Academy,,60%,50%,70%,50%,80%,50%,44%,42%,58%,47%,74%,53%,47%,44%,53%,42%,58%,20%
2022,13K307,P.S. 307 Daniel Hale Williams,,91%,90%,95%,89%,100%,81%,71%,65%,91%,75%,93%,85%,77%,89%,91%,84%,87%,4%
2022,13K313,Dock Street School for STEAM Studies,,77%,77%,93%,85%,96%,95%,91%,90%,83%,92%,89%,94%,97%,95%,91%,90%,87%,12%
2022,13K350,Urban Assembly School of Music and Art,,91%,91%,100%,90%,100%,100%,90%,73%,90%,100%,100%,100%,100%,88%,91%,100%,100%,10%
2022,13K351,The Urban Assembly Unison School,,91%,90%,100%,99%,99%,99%,99%,99%,97%,98%,98%,97%,98%,98%,99%,98%,100%,4%
2022,13K412,Brooklyn Community Arts & Media High School (BCAM),,87%,84%,95%,91%,95%,97%,97%,97%,94%,97%,95%,99%,96%,93%,95%,95%,97%,10%
2022,13K419,"Science Skills Center High School for Science, Tec",,87%,86%,96%,89%,95%,92%,93%,92%,90%,93%,94%,96%,93%,90%,98%,96%,95%,18%
2022,13K430,Brooklyn Technical High School,,77%,73%,94%,82%,94%,94%,93%,93%,87%,89%,90%,94%,94%,97%,92%,95%,91%,49%
2022,13K439,Brooklyn International High School,,87%,80%,95%,91%,96%,95%,90%,93%,93%,91%,96%,94%,94%,99%,98%,95%,96%,36%
2022,13K483,The Urban Assembly School for Law and Justice,,81%,81%,93%,89%,96%,94%,96%,93%,93%,93%,94%,94%,95%,88%,93%,91%,96%,14%
2022,13K492,Academy of Arts and Letters,,88%,85%,98%,88%,100%,86%,84%,81%,92%,78%,92%,90%,86%,94%,86%,89%,95%,1%
2022,13K527,Urban Assembly Institute of Math and Science for Y,,89%,87%,97%,91%,95%,93%,91%,88%,92%,89%,93%,94%,94%,94%,98%,93%,92%,27%
2022,13K553,Brooklyn Academy High School,,94%,100%,100%,95%,100%,100%,100%,100%,94%,100%,100%,100%,100%,100%,100%,100%,100%,21%
2022,13K594,Gotham Professional Arts Academy,,94%,91%,97%,94%,97%,100%,97%,97%,90%,93%,97%,93%,93%,93%,100%,90%,96%,6%
2022,13K595,Bedford Academy High School,,83%,81%,93%,93%,98%,100%,96%,98%,85%,98%,91%,98%,99%,100%,98%,96%,95%,9%
2022,13K605,George Westinghouse Career and Technical Education,,91%,86%,96%,90%,96%,98%,95%,94%,94%,94%,90%,95%,94%,89%,94%,93%,93%,18%
2022,13K616,Brooklyn High School for Leadership and Community,,,,,,,,,,,,,,,,,,,
2022,13K670,Benjamin Banneker Academy,,77%,69%,90%,82%,91%,88%,91%,90%,84%,86%,87%,92%,93%,95%,86%,99%,97%,23%
2022,13K674,"City Polytechnic High School of Engineering, Archi",,82%,79%,98%,88%,98%,97%,96%,96%,89%,88%,96%,96%,100%,100%,98%,93%,96%,12%
2022,13K691,Fort Greene Preparatory Academy,,93%,98%,95%,90%,98%,95%,90%,93%,98%,92%,95%,93%,85%,87%,95%,100%,100%,5%
2022,13K915,Bridges: A School for Exploration and Equity,,86%,73%,93%,90%,99%,93%,95%,93%,88%,95%,92%,97%,96%,97%,94%,82%,86%,6%
2022,14K016,P.S. 016 Leonard Dunkly,,92%,93%,98%,95%,98%,96%,93%,92%,93%,93%,95%,93%,95%,98%,94%,91%,93%,11%
2022,14K017,P.S. 017 Henry D. Woodworth,,98%,97%,98%,99%,99%,98%,97%,97%,99%,97%,100%,99%,98%,100%,100%,98%,98%,0%
2022,14K018,P.S. 018 Edward Bush,,89%,91%,95%,95%,99%,98%,96%,96%,94%,96%,95%,96%,98%,97%,98%,93%,91%,6%
2022,14K023,P.S. 023 Carter G. Woodson,,96%,96%,97%,97%,98%,97%,98%,97%,97%,95%,97%,97%,95%,95%,97%,98%,98%,7%
2022,14K031,P.S. 031 Samuel F. Dupont,,89%,88%,95%,92%,97%,97%,96%,96%,94%,91%,94%,96%,94%,100%,97%,95%,95%,8%
2022,14K034,P.S. 034 Oliver H. Perry,,91%,91%,97%,96%,98%,97%,98%,99%,96%,95%,96%,99%,98%,98%,98%,98%,98%,3%
2022,14K050,J.H.S. 050 John D. Wells,,98%,99%,99%,100%,100%,100%,99%,99%,99%,100%,99%,100%,100%,99%,99%,98%,98%,25%
2022,14K059,P.S. 059 William Floyd,,92%,92%,95%,95%,97%,96%,94%,97%,94%,96%,97%,98%,98%,97%,97%,95%,99%,9%
2022,14K071,Juan Morel Campos Secondary School,,68%,66%,88%,79%,99%,98%,82%,97%,75%,84%,98%,96%,97%,98%,99%,100%,99%,23%
2022,14K084,P.S. 084 Jose De Diego,,89%,93%,98%,94%,98%,94%,94%,94%,94%,92%,93%,95%,94%,98%,95%,95%,97%,7%
2022,14K110,P.S. 110 The Monitor,,82%,86%,95%,84%,98%,80%,71%,66%,94%,67%,85%,78%,73%,97%,87%,90%,88%,4%
2022,14K120,P.S. 120 Carlos Tapia,,91%,91%,94%,91%,96%,96%,97%,97%,96%,95%,97%,98%,97%,97%,97%,97%,98%,8%
2022,14K126,John Ericsson Middle School 126,,97%,96%,100%,98%,99%,99%,99%,99%,97%,98%,98%,99%,99%,96%,100%,95%,99%,14%
2022,14K132,P.S. 132 The Conselyea School,,78%,84%,95%,84%,98%,92%,82%,87%,91%,77%,88%,85%,83%,97%,89%,88%,90%,10%
2022,14K147,P.S. 147 Isaac Remsen,,99%,99%,99%,99%,99%,99%,99%,98%,100%,98%,99%,98%,98%,100%,98%,99%,100%,7%
2022,14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,,94%,94%,96%,96%,98%,98%,98%,98%,94%,100%,100%,100%,96%,96%,96%,100%,96%,5%
2022,14K196,P.S. 196 Ten Eyck,,97%,97%,100%,97%,99%,99%,98%,98%,98%,98%,99%,98%,99%,99%,98%,98%,99%,3%
2022,14K250,P.S. 250 George H. Lindsay,,93%,94%,98%,94%,98%,97%,95%,96%,98%,96%,96%,99%,97%,98%,98%,94%,97%,8%
2022,14K257,P.S. 257 John F. Hylan,,96%,96%,99%,97%,98%,94%,93%,93%,97%,92%,97%,95%,94%,98%,94%,96%,98%,4%
2022,14K297,P.S. 297 Abraham Stockton,,97%,97%,98%,98%,98%,98%,98%,98%,98%,95%,99%,100%,99%,99%,99%,99%,99%,7%
2022,14K318,I.S. 318 Eugenio Maria De Hostos,,80%,79%,95%,82%,96%,95%,92%,94%,85%,85%,89%,92%,92%,94%,90%,91%,92%,21%
2022,14K319,P.S. 319,,99%,99%,100%,98%,98%,97%,97%,97%,100%,98%,99%,98%,98%,97%,98%,100%,100%,2%
2022,14K380,P.S. 380 John Wayne Elementary,,95%,97%,98%,96%,98%,96%,96%,94%,98%,93%,96%,96%,97%,98%,97%,98%,97%,4%
2022,14K414,Brooklyn Arbor Elementary School,,93%,91%,97%,96%,99%,96%,96%,97%,95%,94%,96%,98%,98%,98%,99%,95%,97%,3%
2022,14K449,"Brooklyn Latin School, The",,83%,82%,96%,89%,94%,98%,94%,96%,93%,92%,90%,97%,93%,83%,96%,96%,95%,28%
2022,14K454,The Williamsburg High School of Art and Technology,,88%,88%,94%,84%,97%,88%,81%,84%,90%,85%,94%,86%,93%,88%,90%,91%,90%,12%
2022,14K474,PROGRESS High School for Professional Careers,,93%,89%,100%,86%,100%,97%,89%,89%,93%,92%,100%,88%,92%,100%,96%,96%,100%,45%
2022,14K477,East Williamsburg Scholars Academy,,66%,61%,79%,69%,79%,79%,82%,83%,88%,83%,81%,85%,84%,94%,89%,86%,90%,29%
2022,14K478,"The High School for Enterprise, Business and Techn",,77%,80%,94%,76%,89%,89%,86%,85%,87%,87%,88%,85%,90%,80%,87%,93%,89%,55%
2022,14K488,Brooklyn Preparatory High School,,89%,89%,98%,90%,99%,97%,95%,97%,96%,93%,96%,98%,97%,98%,98%,98%,98%,35%
2022,14K558,Williamsburg High School for Architecture and Desi,,88%,85%,97%,89%,96%,97%,96%,97%,94%,96%,95%,97%,98%,97%,96%,97%,98%,35%
2022,14K561,Williamsburg Preparatory School,,86%,84%,97%,90%,95%,96%,96%,96%,94%,94%,93%,97%,98%,98%,97%,98%,95%,16%
2022,14K577,Conselyea Preparatory School,,90%,88%,98%,93%,98%,97%,96%,97%,95%,94%,93%,97%,98%,97%,97%,98%,97%,14%
2022,14K582,M.S. 582,,86%,85%,89%,85%,91%,90%,88%,90%,86%,87%,87%,90%,90%,90%,92%,91%,90%,11%
2022,14K586,Lyons Community School,,94%,94%,97%,97%,97%,97%,97%,97%,93%,97%,97%,100%,100%,100%,97%,100%,100%,9%
2022,14K610,A-Tech High School,,98%,97%,98%,98%,99%,99%,98%,98%,98%,98%,98%,99%,99%,99%,99%,98%,99%,75%
2022,14K614,Young Women's Leadership School of Brooklyn,,92%,92%,98%,94%,100%,99%,96%,94%,95%,96%,94%,96%,97%,94%,97%,95%,96%,22%
2022,14K685,El Puente Academy for Peace and Justice,,99%,94%,99%,99%,96%,96%,93%,94%,98%,97%,99%,98%,99%,98%,99%,99%,99%,18%
2022,15K001,P.S. 001 The Bergen,,97%,96%,99%,97%,99%,99%,98%,98%,98%,98%,98%,99%,99%,98%,98%,97%,97%,6%
2022,15K010,"Magnet School of Math, Science and Design Technolo",,86%,89%,97%,92%,99%,92%,92%,95%,97%,90%,93%,96%,93%,96%,94%,96%,94%,1%
2022,15K015,P.S. 015 Patrick F. Daly,,97%,98%,99%,99%,99%,99%,97%,98%,98%,97%,99%,99%,99%,99%,100%,97%,97%,4%
2022,15K024,P.S. 024,,94%,97%,96%,97%,97%,96%,96%,98%,98%,97%,97%,98%,99%,97%,99%,97%,98%,7%
2022,15K029,P.S. 029 John M. Harrigan,,95%,92%,97%,96%,99%,97%,97%,97%,95%,95%,94%,98%,97%,98%,98%,96%,96%,3%
2022,15K032,P.S. 032 Samuel Mills Sprole,,87%,89%,97%,88%,98%,92%,90%,92%,92%,89%,94%,93%,89%,94%,93%,94%,96%,3%
2022,15K038,P.S. 038 The Pacific,,86%,88%,97%,89%,98%,90%,90%,92%,93%,86%,93%,90%,90%,96%,91%,93%,96%,1%
2022,15K039,P.S. 039 Henry Bristow,,89%,90%,97%,89%,96%,86%,82%,84%,95%,80%,92%,87%,88%,99%,93%,89%,97%,2%
2022,15K051,M.S. 51 William Alexander,,58%,64%,90%,68%,97%,89%,79%,76%,73%,78%,68%,85%,82%,81%,80%,83%,87%,10%
2022,15K058,P.S. 058 The Carroll,,90%,88%,97%,93%,98%,94%,93%,92%,95%,90%,95%,95%,94%,98%,97%,96%,96%,0%
2022,15K088,J.H.S. 088 Peter Rouget,,84%,84%,95%,84%,98%,91%,89%,90%,90%,88%,92%,91%,92%,94%,92%,90%,93%,16%
2022,15K094,P.S. 094 The Henry Longfellow,,94%,97%,99%,97%,99%,97%,97%,97%,99%,98%,96%,99%,99%,97%,98%,98%,99%,12%
2022,15K107,P.S. 107 John W. Kimball,,92%,92%,99%,97%,100%,98%,98%,98%,96%,97%,97%,99%,98%,99%,98%,96%,96%,2%
2022,15K118,The Maurice Sendak Community School,,94%,95%,98%,96%,100%,93%,86%,82%,96%,82%,98%,92%,91%,98%,97%,96%,98%,2%
2022,15K124,P.S. 124 Silas B. Dutcher,,94%,89%,95%,90%,96%,91%,88%,89%,95%,88%,93%,88%,91%,92%,91%,92%,93%,4%
2022,15K130,P.S. 130 The Parkside,,83%,85%,97%,87%,99%,88%,85%,82%,90%,79%,91%,90%,90%,97%,93%,89%,92%,2%
2022,15K131,P.S. 131 Brooklyn,,94%,93%,98%,95%,96%,97%,96%,96%,96%,95%,95%,96%,96%,99%,97%,95%,96%,10%
2022,15K136,I.S. 136 Charles O. Dewey,,94%,94%,99%,97%,100%,100%,98%,98%,98%,98%,98%,98%,98%,98%,98%,98%,98%,6%
2022,15K146,"The Brooklyn New School, P.S. 146",,93%,94%,97%,96%,98%,97%,96%,97%,97%,96%,97%,98%,98%,99%,97%,98%,98%,1%
2022,15K154,The Windsor Terrace School,,87%,88%,97%,91%,99%,95%,94%,91%,94%,92%,92%,96%,96%,98%,96%,95%,96%,3%
2022,15K169,P.S. 169 Sunset Park,,94%,95%,99%,97%,99%,99%,97%,97%,97%,98%,97%,97%,98%,99%,97%,95%,96%,16%
2022,15K172,P.S. 172 Beacon School of Excellence,,97%,97%,99%,98%,99%,99%,99%,99%,98%,98%,99%,99%,99%,99%,99%,99%,99%,0%
2022,15K230,P.S. 230 Doris L. Cohen,,95%,95%,98%,96%,98%,96%,95%,96%,97%,94%,96%,97%,97%,98%,96%,97%,98%,5%
2022,15K261,P.S. 261 Zipporiah Mills,,89%,91%,98%,94%,99%,96%,95%,95%,97%,93%,95%,98%,96%,99%,99%,95%,97%,3%
2022,15K295,P.S. 295,,89%,86%,97%,93%,100%,95%,90%,87%,96%,88%,94%,91%,91%,96%,93%,94%,94%,5%
2022,15K321,P.S. 321 William Penn,,95%,95%,98%,97%,98%,98%,98%,99%,97%,98%,97%,99%,99%,99%,99%,98%,97%,0%
2022,15K418,The Children's School,,92%,91%,97%,96%,100%,97%,96%,96%,94%,93%,95%,96%,96%,99%,96%,95%,95%,0%
2022,15K423,Brooklyn Frontiers High School,,80%,80%,,80%,80%,80%,80%,80%,80%,80%,80%,80%,80%,,80%,80%,80%,20%
2022,15K429,Digital Arts and Cinema Technology High School,,91%,89%,98%,92%,93%,96%,94%,94%,97%,95%,97%,99%,98%,94%,98%,95%,97%,32%
2022,15K442,M.S. 442 Carroll Gardens School for Innovation,,83%,81%,97%,90%,99%,97%,97%,96%,92%,93%,92%,95%,96%,98%,94%,94%,95%,7%
2022,15K443,New Voices School of Academic & Creative Arts,,78%,77%,94%,83%,97%,91%,96%,95%,84%,89%,87%,92%,89%,96%,94%,95%,95%,8%
2022,15K447,The Math & Science Exploratory School,,69%,68%,95%,82%,95%,91%,89%,89%,84%,85%,87%,88%,88%,91%,88%,87%,93%,5%
2022,15K448,Brooklyn Collaborative Studies,,88%,78%,95%,87%,99%,91%,93%,94%,83%,88%,85%,95%,95%,94%,94%,84%,93%,6%
2022,15K462,John Jay School for Law,,76%,76%,92%,83%,95%,87%,82%,79%,84%,79%,86%,84%,87%,82%,95%,85%,91%,26%
2022,15K463,Cyberarts Studio Academy,,88%,85%,98%,84%,84%,96%,91%,87%,87%,94%,92%,94%,96%,98%,96%,94%,94%,47%
2022,15K464,Park Slope Collegiate,,79%,81%,96%,85%,99%,94%,89%,90%,85%,85%,91%,90%,89%,92%,91%,86%,93%,14%
2022,15K497,The Boerum Hill School for International Studies,,61%,67%,95%,69%,94%,93%,76%,71%,82%,73%,81%,87%,81%,84%,71%,88%,93%,13%
2022,15K516,Sunset Park Avenues Elementary School,,89%,90%,98%,94%,100%,98%,93%,89%,97%,94%,95%,97%,98%,98%,95%,91%,96%,2%
2022,15K519,Cobble Hill School of American Studies,,93%,89%,95%,93%,98%,96%,93%,96%,91%,93%,96%,98%,95%,92%,96%,95%,93%,20%
2022,15K529,West Brooklyn Community High School,,93%,79%,93%,93%,100%,86%,93%,93%,83%,93%,92%,100%,93%,92%,93%,100%,100%,20%
2022,15K592,Khalil Gibran International Academy,,97%,94%,99%,96%,96%,99%,99%,98%,99%,96%,100%,99%,100%,99%,98%,98%,96%,44%
2022,15K656,Brooklyn High School of the Arts,,81%,80%,95%,86%,97%,93%,93%,94%,88%,88%,84%,93%,94%,98%,90%,93%,91%,12%
2022,15K667,Sunset Park High School,,87%,82%,95%,90%,94%,92%,86%,85%,90%,89%,91%,92%,95%,93%,95%,95%,98%,39%
2022,15K676,Red Hook Neighborhood School,,98%,96%,100%,98%,100%,98%,89%,87%,100%,98%,98%,98%,98%,100%,98%,98%,100%,0%
2022,15K684,Millennium Brooklyn HS,,86%,85%,97%,92%,96%,97%,98%,98%,93%,96%,93%,96%,96%,98%,96%,96%,96%,10%
2022,15K698,South Brooklyn Community High School,,83%,83%,94%,95%,89%,89%,94%,95%,93%,100%,100%,100%,100%,100%,100%,100%,100%,15%
2022,15K821,Sunset Park Prep,,87%,89%,97%,92%,99%,96%,93%,92%,93%,96%,96%,96%,97%,92%,97%,96%,97%,15%
2022,15K839,M.S. 839,,84%,76%,92%,91%,100%,93%,92%,91%,82%,88%,90%,96%,96%,99%,94%,90%,89%,4%
2022,15K896,The School of Creativity and Innovation,,94%,94%,98%,97%,99%,99%,97%,97%,98%,99%,99%,99%,100%,99%,100%,98%,98%,4%
2022,15K958,P.S. 958,,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%
2022,16K005,P.S. 005 Dr. Ronald McNair,,88%,88%,91%,86%,89%,89%,86%,91%,91%,90%,93%,95%,90%,93%,90%,95%,91%,9%
2022,16K021,P.S. 021 Crispus Attucks,,91%,95%,98%,92%,95%,96%,92%,94%,98%,95%,97%,96%,97%,98%,97%,98%,98%,2%
2022,16K025,P.S. 025 Eubie Blake School,,100%,100%,100%,98%,100%,57%,50%,46%,100%,54%,100%,45%,36%,100%,100%,100%,100%,0%
2022,16K026,P.S. 026 Jesse Owens,,94%,93%,96%,93%,97%,96%,94%,93%,96%,91%,97%,95%,92%,99%,100%,96%,96%,7%
2022,16K035,M.S. 035 Stephen Decatur,,96%,92%,98%,98%,98%,99%,97%,98%,95%,97%,97%,98%,98%,98%,99%,99%,98%,13%
2022,16K040,P.S. 040 George W. Carver,,96%,95%,98%,96%,94%,98%,98%,99%,98%,99%,96%,99%,99%,100%,98%,98%,97%,8%
2022,16K057,Whitelaw Reid Academy of Arts and Business,,86%,86%,100%,86%,91%,91%,91%,95%,86%,100%,90%,100%,100%,100%,94%,100%,100%,9%
2022,16K081,P.S. 081 Thaddeus Stevens,,93%,93%,93%,92%,91%,93%,93%,95%,94%,95%,95%,96%,95%,95%,95%,95%,95%,3%
2022,16K243,P.S. 243K- The Weeksville School,,88%,88%,96%,92%,100%,100%,92%,100%,95%,90%,95%,100%,100%,100%,100%,92%,96%,12%
2022,16K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,,99%,99%,100%,99%,99%,100%,99%,100%,99%,98%,100%,100%,99%,99%,99%,99%,100%,8%
2022,16K267,"M.S. 267 Math, Science & Technology",,100%,96%,100%,100%,100%,100%,98%,96%,100%,96%,100%,98%,98%,92%,98%,94%,94%,6%
2022,16K308,P.S. 308 Clara Cardwell,,88%,88%,96%,80%,100%,92%,96%,96%,95%,95%,90%,95%,86%,100%,100%,88%,91%,0%
2022,16K309,P.S. 309 The George E. Wibecan Preparatory Academy,,91%,92%,100%,97%,94%,100%,100%,100%,100%,100%,100%,100%,100%,100%,94%,100%,100%,3%
2022,16K335,P.S. 335 Granville T. Woods,,80%,88%,90%,83%,96%,79%,73%,74%,95%,72%,93%,76%,76%,97%,91%,91%,95%,9%
2022,16K455,Boys and Girls High School,,92%,93%,95%,93%,98%,90%,95%,95%,98%,93%,97%,95%,96%,95%,100%,98%,98%,35%
2022,16K498,Brooklyn High School for Law and Technology,,84%,86%,94%,85%,97%,94%,88%,97%,83%,80%,89%,92%,93%,89%,87%,89%,86%,27%
2022,16K627,Brighter Choice Community School,,83%,88%,95%,90%,98%,95%,90%,88%,94%,91%,96%,98%,96%,96%,98%,92%,95%,1%
2022,16K628,Brooklyn Brownstone School,,92%,92%,98%,95%,99%,96%,95%,97%,94%,97%,94%,98%,97%,99%,97%,95%,95%,4%
2022,16K669,Research and Service High School,,,,,,,,,,,,,,,,,,,
2022,16K681,Madiba Prep Middle School,,79%,86%,100%,89%,100%,100%,97%,97%,93%,93%,94%,100%,97%,97%,97%,91%,97%,12%
2022,16K688,The Brooklyn Academy of Global Finance,,89%,93%,96%,94%,98%,96%,96%,96%,94%,96%,98%,96%,94%,98%,94%,92%,92%,26%
2022,16K765,Nelson Mandela High School,,86%,86%,95%,95%,95%,95%,95%,95%,100%,100%,100%,95%,94%,100%,95%,84%,100%,32%
2022,16K898,The Brooklyn Green School,,89%,88%,95%,92%,96%,99%,98%,98%,91%,98%,94%,98%,98%,99%,98%,96%,99%,7%
2022,17K002,Parkside Preparatory Academy,,86%,84%,96%,88%,93%,96%,88%,86%,96%,89%,95%,92%,91%,90%,92%,93%,96%,18%
2022,17K006,Norma Adams Clemons Academy,,85%,87%,93%,96%,91%,99%,96%,96%,90%,94%,91%,95%,98%,92%,95%,94%,96%,30%
2022,17K012,Dr. Jacqueline Peek-Davis School,,92%,94%,99%,97%,99%,100%,100%,100%,96%,100%,98%,98%,100%,100%,98%,94%,96%,15%
2022,17K061,M.S. 061 Dr. Gladstone H. Atwell,,97%,98%,98%,96%,99%,98%,97%,98%,97%,98%,98%,99%,98%,99%,99%,99%,99%,2%
2022,17K091,P.S. 091 The Albany Avenue School,,91%,95%,99%,97%,96%,94%,95%,93%,97%,92%,94%,96%,96%,97%,97%,96%,97%,19%
2022,17K092,P.S. 092 Adrian Hegeman,,86%,88%,86%,92%,94%,90%,89%,94%,91%,91%,95%,98%,98%,89%,98%,90%,92%,9%
2022,17K122,Pathways in Technology Early College High School (,,83%,81%,88%,85%,95%,89%,88%,86%,91%,89%,93%,91%,87%,90%,95%,88%,87%,14%
2022,17K138,P.S. 138 Brooklyn,,87%,93%,98%,93%,98%,98%,95%,95%,95%,91%,92%,95%,97%,93%,95%,93%,94%,11%
2022,17K161,P.S. 161 The Crown,,84%,89%,92%,91%,90%,92%,95%,94%,89%,95%,92%,97%,97%,95%,99%,93%,97%,12%
2022,17K181,P.S. 181 Brooklyn,,85%,86%,97%,92%,91%,94%,93%,96%,91%,96%,92%,96%,95%,95%,92%,90%,94%,20%
2022,17K189,P.S. 189 The Bilingual Center,,89%,91%,98%,92%,97%,97%,96%,96%,96%,95%,95%,96%,95%,96%,95%,96%,97%,9%
2022,17K191,P.S. 191 Paul Robeson,,100%,100%,98%,98%,98%,98%,98%,95%,95%,97%,95%,97%,97%,100%,97%,100%,95%,17%
2022,17K221,P.S. 221 Toussaint L'Ouverture,,92%,89%,92%,89%,99%,95%,95%,93%,87%,97%,89%,97%,97%,97%,97%,90%,90%,22%
2022,17K241,P.S. 241 Emma L. Johnston,,89%,91%,96%,94%,96%,96%,95%,97%,94%,96%,96%,99%,99%,98%,96%,95%,95%,8%
2022,17K246,M.S. 246 Walt Whitman,,81%,85%,93%,84%,92%,95%,93%,93%,89%,87%,93%,93%,92%,95%,93%,94%,94%,25%
